Filename,Original Contigs,After Filtering,After CD-HIT,GC %,Avg Length,Status
GCA_000025505.1_ASM2550v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000024625.1_ASM2462v1_genomic.fna,3,3,3,0.00,0.0,DELETED (too few contigs)
GCA_000025625.1_ASM2562v1_genomic.fna,4,4,0,0.00,0.0,FAILED (CD-HIT)
GCA_000025665.1_ASM2566v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000025685.1_ASM2568v1_genomic.fna,5,5,0,0.00,0.0,FAILED (CD-HIT)
GCA_000025525.1_ASM2552v1_genomic.fna,2,2,2,0.00,0.0,DELETED (too few contigs)
GCA_000025865.1_ASM2586v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000026045.1_ASM2604v1_genomic.fna,3,3,0,0.00,0.0,FAILED (CD-HIT)
GCA_000023985.1_ASM2398v1_genomic.fna,2,2,2,0.00,0.0,DELETED (too few contigs)
GCA_000063445.1_ASM6344v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000069025.1_ASM6902v1_genomic.fna,5,5,0,0.00,0.0,FAILED (CD-HIT)
GCA_000092185.1_ASM9218v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000092305.1_ASM9230v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000092465.1_ASM9246v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000144915.1_ASM14491v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000145985.1_ASM14598v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000015225.1_ASM1522v1_genomic.fna,2,2,2,0.00,0.0,DELETED (too few contigs)
GCA_000148385.1_ASM14838v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000147875.1_ASM14787v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000151105.2_ASM15110v2_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_000145295.1_ASM14529v1_genomic.fna,2,2,2,0.00,0.0,DELETED (too few contigs)
GCA_000151205.2_ASM15120v2_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000151225.1_ASM15122v1_genomic.fna,10,2,2,0.00,0.0,DELETED (too few contigs)
GCA_000152265.2_ASM15226v2_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000166095.1_ASM16609v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000172995.2_ASM17299v2_genomic.fna,6,6,0,0.00,0.0,FAILED (CD-HIT)
GCA_000179575.2_ASM17957v2_genomic.fna,2,2,2,0.00,0.0,DELETED (too few contigs)
GCA_000186365.1_ASM18636v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000189555.1_ASM18955v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000189575.1_ASM18957v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000190315.1_ASM19031v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000191585.1_ASM19158v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000192595.1_ASM19259v1_genomic.fna,4,4,4,0.00,0.0,DELETED (too few contigs)
GCA_000192615.1_ASM19261v1_genomic.fna,5,5,5,0.00,0.0,DELETED (too few contigs)
GCA_000193375.1_ASM19337v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000194625.1_ASM19462v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000195915.1_ASM19591v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000195935.2_ASM19593v2_genomic.fna,2,2,2,0.00,0.0,DELETED (too few contigs)
GCA_000196655.1_ASM19665v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_000196895.1_ASM19689v1_genomic.fna,7,7,0,0.00,0.0,FAILED (CD-HIT)
GCA_000200715.1_ASM20071v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000204415.1_ASM20441v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_000204585.1_ASM20458v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000204925.1_ASM20492v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000211475.1_ASM21147v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000213215.1_ASM21321v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000214415.1_ASM21441v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000214725.1_ASM21472v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000215995.1_ASM21599v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000217715.1_ASM21771v1_genomic.fna,4,4,0,0.00,0.0,FAILED (CD-HIT)
GCA_000217995.1_ASM21799v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000220355.1_ASM22035v1_genomic.fna,3,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000091665.1_ASM9166v1_genomic.fna,3,3,3,0.00,0.0,DELETED (too few contigs)
GCA_000220645.1_ASM22064v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000221185.1_ASM22118v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000223395.1_ASM22339v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000223905.1_ASM22390v1_genomic.fna,3,3,0,0.00,0.0,FAILED (CD-HIT)
GCA_000224475.1_ASM22447v1_genomic.fna,3,3,0,0.00,0.0,FAILED (CD-HIT)
GCA_000226975.3_ASM22697v3_genomic.fna,3,3,0,0.00,0.0,FAILED (CD-HIT)
GCA_000151245.1_ASM15124v1_genomic.fna,9,3,3,0.00,0.0,DELETED (too few contigs)
GCA_000230715.3_ASM23071v3_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000230735.3_ASM23073v3_genomic.fna,3,3,0,0.00,0.0,FAILED (CD-HIT)
GCA_000230955.3_ASM23095v3_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_000231015.3_ASM23101v3_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000234805.1_ASM23480v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000235565.1_ASM23556v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_000237865.1_ASM23786v1_genomic.fna,4,4,0,0.00,0.0,FAILED (CD-HIT)
GCA_000243255.1_ASM24325v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000243315.1_ASM24331v1_genomic.fna,21,21,0,0.00,0.0,FAILED (CD-HIT)
GCA_000245095.2_ASM24509v2_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000245175.2_ASM24517v2_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000245215.2_ASM24521v2_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000245235.2_ASM24523v2_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000245275.2_ASM24527v2_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000246735.1_ASM24673v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000246985.3_ASM24698v3_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000247545.1_ASM24754v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_000251105.1_ASM25110v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000253055.1_ASM25305v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000258425.1_ASM25842v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000263735.1_ASM26373v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000264495.1_ASM26449v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000265525.1_ASM26552v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000270325.1_ASM27032v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000275605.1_ASM27560v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000275865.1_ASM27586v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000281695.1_ASM28169v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_000296615.1_ASM29661v1_genomic.fna,10,10,0,0.00,0.0,FAILED (CD-HIT)
GCA_000299365.1_ASM29936v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000299395.1_ASM29939v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000300255.2_ASM30025v2_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000303155.1_ASM30315v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000304355.2_Mb_MS2_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000306725.1_ASM30672v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000306765.2_ASM30676v2_genomic.fna,4,4,0,0.00,0.0,FAILED (CD-HIT)
GCA_000317795.1_ASM31779v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000327485.1_ASM32748v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000327505.1_ASM32750v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000328525.1_ASM32852v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000328665.1_ASM32866v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_000328685.1_ASM32868v1_genomic.fna,3,3,0,0.00,0.0,FAILED (CD-HIT)
GCA_000338775.1_ASM33877v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000220375.1_ASM22037v1_genomic.fna,7,5,5,0.00,0.0,DELETED (too few contigs)
GCA_000340315.1_ASM34031v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000350305.1_ASM35030v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000341715.1_ASM34171v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000364745.1_ASM36474v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000379085.1_ASM37908v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_000385565.1_ASM38556v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000383975.1_ASM38397v1_genomic.fna,5,5,0,0.00,0.0,FAILED (CD-HIT)
GCA_000403645.1_ASM40364v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000404165.1_ASM40416v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000415945.1_HX64_HX5_0315125.1_genomic.fna,1,0,0,0.00,0.0,DELETED (empty after filtering)
GCA_000404225.1_ASM40422v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000415965.1_J07B_scf56329a_trim_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000416005.1_HQX_031812_genomic.fna,2,0,0,0.00,0.0,DELETED (empty after filtering)
GCA_000415985.1_HQW2_08err_032412a_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000416045.1_HR_032012_genomic.fna,7,0,0,0.00,0.0,DELETED (empty after filtering)
GCA_000416065.1_HN4_v3_031612_genomic.fna,2,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000416085.1_J07ABselected_genomic.fna,1,0,0,0.00,0.0,DELETED (empty after filtering)
GCA_000416105.1_J07AB_HB67select_genomic.fna,3,0,0,0.00,0.0,DELETED (empty after filtering)
GCA_000427685.1_ASM42768v1_genomic.fna,8,8,0,0.00,0.0,FAILED (CD-HIT)
GCA_000230485.1_ASM23048v1_genomic.fna,1584,1314,1312,30.99,2273.3,KEPT
GCA_000430485.1_ASM43048v1_genomic.fna,7,7,7,0.00,0.0,DELETED (too few contigs)
GCA_000416025.1_HN6_031912_genomic.fna,6,4,4,0.00,0.0,DELETED (too few contigs)
GCA_000430905.1_ASM43090v1_genomic.fna,27,27,26,51.30,65596.8,KEPT
GCA_000446015.1_ASM44601v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000447865.2_ASM44786v2_genomic.fna,3,3,0,0.00,0.0,FAILED (CD-HIT)
GCA_000455345.1_Halgo_genomic.fna,3,3,0,0.00,0.0,FAILED (CD-HIT)
GCA_000455365.1_HdjelfamassiliensisIIH2_genomic.fna,6,6,0,0.00,0.0,FAILED (CD-HIT)
GCA_000470655.1_HATI1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_000437055.1_MGS186_genomic.fna,30,27,27,31.15,63993.7,KEPT
GCA_000437835.1_MGS1088_genomic.fna,32,31,31,55.73,52654.6,KEPT
GCA_000151085.1_ASM15108v1_genomic.fna,41,40,38,39.03,78282.8,KEPT
GCA_000495675.1_Acidilobus_sp._MG_genomic.fna,35,26,26,59.13,57960.7,KEPT
GCA_000495695.1_Acidilobus_sp._CIS_genomic.fna,18,17,17,58.75,83671.2,KEPT
GCA_000495715.1_Acidilobus_sp._CIS_genomic.fna,42,28,28,58.63,48248.8,KEPT
GCA_000495735.1_Acidilobus_sp._JCHS_genomic.fna,13,10,10,59.12,146552.3,KEPT
GCA_000496135.1_amd_e-plasma_genomic.fna,8,7,7,0.00,0.0,DELETED (too few contigs)
GCA_000496195.1_A07HB70_072612b_select_genomic.fna,15,2,2,0.00,0.0,DELETED (too few contigs)
GCA_000496215.1_A07HN63_021313_select_genomic.fna,37,15,15,60.96,7800.7,KEPT
GCA_000496175.1_A07HR67_11212a_select_genomic.fna,16,6,6,0.00,0.0,DELETED (too few contigs)
GCA_000499765.1_Methanobacterium_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000504565.2_ASM50456v2_genomic.fna,4,4,0,0.00,0.0,FAILED (CD-HIT)
GCA_000508305.1_ASM50830v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000513315.1_ANOR1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000513435.1_HRSP_AJ67_genomic.fna,50,13,13,56.94,44542.9,KEPT
GCA_000513855.1_ASM51385v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000517445.1_ASM51744v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000517625.1_ASM51762v1_genomic.fna,5,5,0,0.00,0.0,FAILED (CD-HIT)
GCA_000496155.1_fer2_genomic.fna,177,112,112,37.23,19415.5,KEPT
GCA_000585495.1_ASM58549v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000591035.1_ASM59103v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000591055.1_ASM59105v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000496235.1_A07HR60_111512_select_genomic.fna,14,11,11,57.48,206575.1,KEPT
GCA_000621965.1_ASM62196v1_genomic.fna,26,26,26,24.17,78531.3,KEPT
GCA_000685635.1_ASM68563v1_genomic.fna,4,4,0,0.00,0.0,FAILED (CD-HIT)
GCA_000529525.1_Methanobrevibacter_oralis_JMR01_genomic.fna,14,13,13,27.46,161809.8,KEPT
GCA_000698785.1_ASM69878v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000485535.1_ASM48553v1_genomic.fna,35,32,32,62.63,113604.7,KEPT
GCA_000722915.1_ASM72291v1_genomic.fna,119,79,79,34.17,16055.7,KEPT
GCA_000723845.1_PRJEB5511_assembly_1_genomic.fna,5,5,0,0.00,0.0,FAILED (CD-HIT)
GCA_000711905.1_ASM71190v1_genomic.fna,15,15,15,54.57,100905.5,KEPT
GCA_000725425.1_ASM72542v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000730285.1_ASM73028v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000734035.1_ASM73403v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000739065.1_ASM73906v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000724145.1_ASM72414v1_genomic.fna,167,99,99,34.13,13939.8,KEPT
GCA_000685155.1_ANME2D_V10_genomic.fna,10,10,10,43.14,320338.6,KEPT
GCA_000745485.1_ASM74548v1_genomic.fna,13,13,13,33.17,259196.5,KEPT
GCA_000746685.1_ASM74668v1_genomic.fna,111,56,56,33.68,18699.7,KEPT
GCA_000746705.1_ASM74670v1_genomic.fna,50,46,46,34.58,11058.8,KEPT
GCA_000690595.2_ASM69059v2_genomic.fna,24,24,24,65.10,158097.4,KEPT
GCA_000747605.1_ASM74760v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000762265.1_ASM76226v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000769655.1_ASM76965v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_000746785.1_ASM74678v1_genomic.fna,101,74,74,33.71,13377.3,KEPT
GCA_000746075.1_ASM74607v1_genomic.fna,35,35,35,33.15,96969.2,KEPT
GCA_000789255.1_ASM78925v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000800805.1_ASM80080v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000802205.2_ASM80220v2_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000805915.1_ASM80591v1_genomic.fna,10,10,10,42.75,51295.5,KEPT
GCA_000805925.1_ASM80592v1_genomic.fna,10,10,10,42.95,39536.6,KEPT
GCA_000805935.1_ASM80593v1_genomic.fna,12,12,12,42.16,40546.2,KEPT
GCA_000805965.1_ASM80596v1_genomic.fna,53,53,53,28.43,17793.1,KEPT
GCA_000746205.1_ASM74620v1_genomic.fna,42,42,42,66.01,65892.0,KEPT
GCA_000805995.1_ASM80599v1_genomic.fna,26,26,26,34.14,24500.0,KEPT
GCA_000806035.1_ASM80603v1_genomic.fna,36,36,36,42.94,10081.9,KEPT
GCA_000806015.1_ASM80601v1_genomic.fna,20,20,20,30.12,33914.2,KEPT
GCA_000806055.1_ASM80605v1_genomic.fna,25,25,25,29.93,22483.6,KEPT
GCA_000806075.1_ASM80607v1_genomic.fna,14,14,14,44.57,70901.5,KEPT
GCA_000806115.1_ASM80611v1_genomic.fna,3,3,3,0.00,0.0,DELETED (too few contigs)
GCA_000806135.1_ASM80613v1_genomic.fna,61,61,61,56.32,15022.7,KEPT
GCA_000806095.1_ASM80609v1_genomic.fna,19,19,19,44.80,64913.1,KEPT
GCA_000812185.1_ASM81218v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000813245.1_ASM81324v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000816105.1_ASM81610v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000827835.1_ASM82783v1_genomic.fna,6,6,0,0.00,0.0,FAILED (CD-HIT)
GCA_000828535.1_ASM82853v1_genomic.fna,2,2,2,0.00,0.0,DELETED (too few contigs)
GCA_000828555.1_ASM82855v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000828575.1_ASM82857v1_genomic.fna,2,2,2,0.00,0.0,DELETED (too few contigs)
GCA_000830275.1_ASM83027v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000830295.1_ASM83029v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000830315.1_ASM83031v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000875775.1_ASM87577v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000953115.1_DSM1535_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000955905.3_ASM95590v3_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000956175.1_ASM95617v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000965745.1_ASM96574v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000968355.2_ASM96835v2_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000968395.2_ASM96839v2_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000968435.2_ASM96843v2_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000969885.1_ASM96988v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_000969905.1_ASM96990v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
