Filename,Original Contigs,After Filtering,After CD-HIT,GC %,Avg Length,Status
GCA_013330565.1_ASM1333056v1_genomic.fna,126,69,69,37.23,9147.6,KEPT
GCA_013330555.1_ASM1333055v1_genomic.fna,39,39,39,34.20,25663.8,KEPT
GCA_013330515.1_ASM1333051v1_genomic.fna,24,24,24,55.22,57035.0,KEPT
GCA_013330615.1_ASM1333061v1_genomic.fna,96,96,96,49.81,7468.2,KEPT
GCA_013330635.1_ASM1333063v1_genomic.fna,156,107,107,50.99,7877.9,KEPT
GCA_013330645.1_ASM1333064v1_genomic.fna,120,77,77,37.39,8613.0,KEPT
GCA_013330625.1_ASM1333062v1_genomic.fna,239,124,124,43.32,7291.4,KEPT
GCA_013330725.1_ASM1333072v1_genomic.fna,46,46,46,42.53,20453.3,KEPT
GCA_013330655.1_ASM1333065v1_genomic.fna,215,214,214,36.72,6729.3,KEPT
GCA_013330595.1_ASM1333059v1_genomic.fna,71,71,71,33.48,19074.4,KEPT
GCA_013330755.1_ASM1333075v1_genomic.fna,53,53,53,30.10,10559.9,KEPT
GCA_013330715.1_ASM1333071v1_genomic.fna,95,73,73,48.80,17699.3,KEPT
GCA_013330765.1_ASM1333076v1_genomic.fna,276,198,198,60.37,5810.7,KEPT
GCA_013330825.1_ASM1333082v1_genomic.fna,83,83,83,56.64,13945.2,KEPT
GCA_013330855.1_ASM1333085v1_genomic.fna,38,38,38,42.47,25005.6,KEPT
GCA_013330745.1_ASM1333074v1_genomic.fna,20,20,20,28.68,60843.8,KEPT
GCA_013330875.1_ASM1333087v1_genomic.fna,260,225,225,38.92,5189.2,KEPT
GCA_013330865.1_ASM1333086v1_genomic.fna,88,88,88,56.28,14033.2,KEPT
GCA_013330815.1_ASM1333081v1_genomic.fna,294,257,257,42.10,7737.6,KEPT
GCA_013330915.1_ASM1333091v1_genomic.fna,177,176,176,33.12,7638.6,KEPT
GCA_013330925.1_ASM1333092v1_genomic.fna,236,201,201,61.20,7626.2,KEPT
GCA_013330985.1_ASM1333098v1_genomic.fna,144,139,139,41.37,6267.8,KEPT
GCA_013330935.1_ASM1333093v1_genomic.fna,168,168,168,45.20,7259.1,KEPT
GCA_013330975.1_ASM1333097v1_genomic.fna,174,174,174,45.12,6941.1,KEPT
GCA_013331035.1_ASM1333103v1_genomic.fna,163,142,142,49.50,7816.7,KEPT
GCA_013331045.1_ASM1333104v1_genomic.fna,168,160,160,48.07,8683.8,KEPT
GCA_013331095.1_ASM1333109v1_genomic.fna,167,137,137,42.24,7873.9,KEPT
GCA_013331025.1_ASM1333102v1_genomic.fna,260,253,253,39.57,6529.1,KEPT
GCA_013331145.1_ASM1333114v1_genomic.fna,198,104,104,53.96,7986.5,KEPT
GCA_013331015.1_ASM1333101v1_genomic.fna,327,322,322,55.93,6727.8,KEPT
GCA_013331115.1_ASM1333111v1_genomic.fna,277,212,212,49.57,6380.1,KEPT
GCA_013331165.1_ASM1333116v1_genomic.fna,230,164,164,48.08,6606.5,KEPT
GCA_013331135.1_ASM1333113v1_genomic.fna,217,212,212,36.66,6852.0,KEPT
GCA_013331255.1_ASM1333125v1_genomic.fna,265,236,236,43.87,5907.6,KEPT
GCA_013331225.1_ASM1333122v1_genomic.fna,304,304,304,57.23,5788.2,KEPT
GCA_013331215.1_ASM1333121v1_genomic.fna,348,348,348,66.57,6191.6,KEPT
GCA_013331315.1_ASM1333131v1_genomic.fna,244,241,241,60.15,7040.9,KEPT
GCA_013331335.1_ASM1333133v1_genomic.fna,274,250,250,43.84,5468.5,KEPT
GCA_013331365.1_ASM1333136v1_genomic.fna,136,136,136,37.28,5580.3,KEPT
GCA_013331355.1_ASM1333135v1_genomic.fna,165,165,165,43.85,5611.6,KEPT
GCA_013331375.1_ASM1333137v1_genomic.fna,251,251,251,52.15,6567.4,KEPT
GCA_013331435.1_ASM1333143v1_genomic.fna,145,97,97,37.62,6409.4,KEPT
GCA_013331455.1_ASM1333145v1_genomic.fna,181,181,181,58.64,6345.4,KEPT
GCA_013331415.1_ASM1333141v1_genomic.fna,224,220,220,58.51,7804.2,KEPT
GCA_013331485.1_ASM1333148v1_genomic.fna,188,188,188,38.51,5544.3,KEPT
GCA_013331515.1_ASM1333151v1_genomic.fna,106,106,106,50.38,9451.8,KEPT
GCA_013331465.1_ASM1333146v1_genomic.fna,229,226,226,31.86,6515.9,KEPT
GCA_013331265.1_ASM1333126v1_genomic.fna,217,157,157,40.74,17193.8,KEPT
GCA_013331535.1_ASM1333153v1_genomic.fna,109,109,109,42.42,10827.0,KEPT
GCA_013331595.1_ASM1333159v1_genomic.fna,115,115,115,49.55,9920.5,KEPT
GCA_013331575.1_ASM1333157v1_genomic.fna,99,99,99,54.82,16420.6,KEPT
GCA_013331635.1_ASM1333163v1_genomic.fna,91,91,91,41.96,14475.2,KEPT
GCA_013331615.1_ASM1333161v1_genomic.fna,103,103,103,36.23,14968.8,KEPT
GCA_013331675.1_ASM1333167v1_genomic.fna,23,23,23,42.65,46786.1,KEPT
GCA_013331725.1_ASM1333172v1_genomic.fna,99,99,99,42.79,8779.7,KEPT
GCA_013331705.1_ASM1333170v1_genomic.fna,33,33,33,42.59,28631.2,KEPT
GCA_013331695.1_ASM1333169v1_genomic.fna,93,93,93,42.94,14798.2,KEPT
GCA_013331775.1_ASM1333177v1_genomic.fna,33,33,33,29.51,29834.4,KEPT
GCA_013331795.1_ASM1333179v1_genomic.fna,41,40,40,34.26,24281.1,KEPT
GCA_013331805.1_ASM1333180v1_genomic.fna,83,83,83,52.87,14327.1,KEPT
GCA_013331745.1_ASM1333174v1_genomic.fna,61,61,61,44.85,28367.4,KEPT
GCA_013331845.1_ASM1333184v1_genomic.fna,51,51,51,41.57,17626.4,KEPT
GCA_013331835.1_ASM1333183v1_genomic.fna,29,29,29,28.61,39665.4,KEPT
GCA_013331825.1_ASM1333182v1_genomic.fna,76,76,76,33.42,18655.9,KEPT
GCA_013331925.1_ASM1333192v1_genomic.fna,116,116,116,42.79,6868.2,KEPT
GCA_013331915.1_ASM1333191v1_genomic.fna,69,69,69,57.25,13939.9,KEPT
GCA_013331935.1_ASM1333193v1_genomic.fna,34,34,34,41.07,22619.2,KEPT
GCA_013331965.1_ASM1333196v1_genomic.fna,60,60,60,36.89,11660.9,KEPT
GCA_013331945.1_ASM1333194v1_genomic.fna,49,49,49,42.49,18818.1,KEPT
GCA_013332015.1_ASM1333201v1_genomic.fna,117,117,117,52.84,9474.8,KEPT
GCA_013335125.1_ASM1333512v1_genomic.fna,463,463,463,49.11,2481.1,KEPT
GCA_013332035.1_ASM1333203v1_genomic.fna,135,135,135,42.06,8230.4,KEPT
GCA_013335585.1_ASM1333558v1_genomic.fna,317,317,317,55.06,2980.9,KEPT
GCA_013335855.1_ASM1333585v1_genomic.fna,435,435,435,57.03,3061.5,KEPT
GCA_013336125.1_ASM1333612v1_genomic.fna,328,327,327,55.16,2962.9,KEPT
GCA_013340765.1_NAS2_1.0_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013343275.1_ASM1334327v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013343295.1_ASM1334329v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013332025.1_ASM1333202v1_genomic.fna,36,36,36,43.03,33959.4,KEPT
GCA_013335235.1_ASM1333523v1_genomic.fna,330,330,330,44.36,4963.6,KEPT
GCA_013331275.1_ASM1333127v1_genomic.fna,224,180,180,38.12,22130.2,KEPT
GCA_013374385.1_ASM1337438v1_genomic.fna,192,192,192,46.26,6107.5,KEPT
GCA_013374365.1_ASM1337436v1_genomic.fna,277,275,275,47.87,5496.7,KEPT
GCA_013374425.1_ASM1337442v1_genomic.fna,374,374,374,43.58,5067.1,KEPT
GCA_013374405.1_ASM1337440v1_genomic.fna,109,109,109,50.58,14691.2,KEPT
GCA_013374465.1_ASM1337446v1_genomic.fna,167,167,167,43.63,10341.0,KEPT
GCA_013374455.1_ASM1337445v1_genomic.fna,193,193,193,44.01,11093.9,KEPT
GCA_013374495.1_ASM1337449v1_genomic.fna,316,316,312,38.81,7807.3,KEPT
GCA_013374505.1_ASM1337450v1_genomic.fna,369,369,369,43.28,6968.1,KEPT
GCA_013374525.1_ASM1337452v1_genomic.fna,292,292,292,38.61,8127.2,KEPT
GCA_013374555.1_ASM1337455v1_genomic.fna,380,380,380,43.13,7243.1,KEPT
GCA_013374565.1_ASM1337456v1_genomic.fna,503,502,495,43.23,6772.4,KEPT
GCA_013375405.1_ASM1337540v1_genomic.fna,475,453,453,36.42,10226.4,KEPT
GCA_013388255.1_ASM1338825v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013390365.1_ASM1339036v1_genomic.fna,154,146,146,35.41,5798.3,KEPT
GCA_013375475.1_ASM1337547v1_genomic.fna,288,165,165,32.52,23292.4,KEPT
GCA_013390375.1_ASM1339037v1_genomic.fna,37,37,37,36.09,28391.6,KEPT
GCA_013390405.1_ASM1339040v1_genomic.fna,318,314,314,35.06,4279.7,KEPT
GCA_013390755.1_ASM1339075v1_genomic.fna,138,137,136,36.06,7336.2,KEPT
GCA_013390775.1_ASM1339077v1_genomic.fna,215,207,206,37.43,5757.1,KEPT
GCA_013390845.1_ASM1339084v1_genomic.fna,46,46,46,33.21,24672.7,KEPT
GCA_013390865.1_ASM1339086v1_genomic.fna,16,16,16,33.23,79250.4,KEPT
GCA_013391085.1_ASM1339108v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013391105.1_ASM1339110v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013401515.1_ASM1340151v1_genomic.fna,4,4,0,0.00,0.0,FAILED (CD-HIT)
GCA_013402815.2_ASM1340281v2_genomic.fna,3,3,0,0.00,0.0,FAILED (CD-HIT)
GCA_013402875.1_ASM1340287v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_013407145.1_ASM1340714v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013407165.1_ASM1340716v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013407185.1_ASM1340718v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013407275.1_ASM1340727v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013407385.1_ASM1340738v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013390905.1_ASM1339090v1_genomic.fna,20,20,20,33.20,61435.5,KEPT
GCA_013415705.1_ASM1341570v1_genomic.fna,228,228,228,34.74,5296.2,KEPT
GCA_013415765.1_ASM1341576v1_genomic.fna,273,273,273,34.70,5094.2,KEPT
GCA_013415865.1_ASM1341586v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013415885.1_ASM1341588v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013415905.1_ASM1341590v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_013426015.1_ASM1342601v1_genomic.fna,2,2,2,0.00,0.0,DELETED (too few contigs)
GCA_013456555.2_ASM1345655v2_genomic.fna,5,5,0,0.00,0.0,FAILED (CD-HIT)
GCA_013538675.1_ASM1353867v1_genomic.fna,56,56,56,42.76,22151.6,KEPT
GCA_013538695.1_ASM1353869v1_genomic.fna,88,88,88,41.88,16511.8,KEPT
GCA_013375495.1_ASM1337549v1_genomic.fna,191,103,103,32.30,40679.5,KEPT
GCA_013538755.1_ASM1353875v1_genomic.fna,196,196,196,42.46,5586.5,KEPT
GCA_013538775.1_ASM1353877v1_genomic.fna,111,111,111,42.31,5972.5,KEPT
GCA_013414235.1_ASM1341423v1_genomic.fna,9,9,9,0.00,0.0,DELETED (too few contigs)
GCA_013375455.1_ASM1337545v1_genomic.fna,212,203,203,38.63,26113.9,KEPT
GCA_013538805.1_ASM1353880v1_genomic.fna,16,16,16,41.96,90892.1,KEPT
GCA_013538795.1_ASM1353879v1_genomic.fna,38,38,38,32.20,41780.8,KEPT
GCA_013572335.1_ASM1357233v1_genomic.fna,260,154,154,45.57,8977.4,KEPT
GCA_013572355.1_ASM1357235v1_genomic.fna,226,145,145,52.61,11247.5,KEPT
