Filename,Original Contigs,After Filtering,After CD-HIT,GC %,Avg Length,Status
GCA_024269045.1_ASM2426904v1_genomic.fna,164,164,164,31.21,25729.8,KEPT
GCA_024498175.1_ASM2449817v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_024498195.1_ASM2449819v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_024498335.1_ASM2449833v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_024449025.1_ASM2444902v1_genomic.fna,82,73,73,62.69,43949.2,KEPT
GCA_024508235.1_ASM2450823v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_024640265.1_ASM2464026v1_genomic.fna,260,260,260,33.08,4011.5,KEPT
GCA_024644105.1_ASM2464410v1_genomic.fna,95,95,95,33.15,13568.9,KEPT
GCA_024644385.1_ASM2464438v1_genomic.fna,85,85,85,33.89,18327.8,KEPT
GCA_024649985.1_ASM2464998v1_genomic.fna,241,231,231,59.69,9008.5,KEPT
GCA_024662215.1_ASM2466221v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_024707065.1_ASM2470706v1_genomic.fna,141,137,137,38.49,8779.6,KEPT
GCA_024707485.1_ASM2470748v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_024720835.1_ASM2472083v1_genomic.fna,200,200,200,40.16,5575.4,KEPT
GCA_024500045.1_ASM2450004v1_genomic.fna,71,18,18,48.37,142826.2,KEPT
GCA_024720895.1_ASM2472089v1_genomic.fna,70,70,70,40.45,20369.2,KEPT
GCA_024720915.1_ASM2472091v1_genomic.fna,54,54,54,40.20,23282.5,KEPT
GCA_024720935.1_ASM2472093v1_genomic.fna,52,52,52,40.04,24243.0,KEPT
GCA_023699475.1_ASM2369947v1_genomic.fna,16,15,15,66.46,271173.3,KEPT
GCA_024730625.1_ASM2473062v1_genomic.fna,3,3,0,0.00,0.0,FAILED (CD-HIT)
GCA_024760425.1_ASM2476042v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_024720955.1_ASM2472095v1_genomic.fna,34,34,34,40.18,42016.4,KEPT
GCA_024972735.1_ASM2497273v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_024972755.1_ASM2497275v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_025035885.1_ASM2503588v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_024860905.1_ASM2486090v1_genomic.fna,178,178,178,54.46,7988.0,KEPT
GCA_025054565.1_ASM2505456v1_genomic.fna,499,482,482,63.21,1964.2,KEPT
GCA_024720975.1_ASM2472097v1_genomic.fna,29,29,29,40.21,46791.0,KEPT
GCA_025054515.1_ASM2505451v1_genomic.fna,349,306,306,52.40,4946.4,KEPT
GCA_025057895.1_ASM2505789v1_genomic.fna,40,25,25,37.09,40177.3,KEPT
GCA_025057985.1_ASM2505798v1_genomic.fna,37,23,23,33.99,23695.3,KEPT
GCA_025057955.1_ASM2505795v1_genomic.fna,49,43,43,34.34,28037.2,KEPT
GCA_025054855.1_ASM2505485v1_genomic.fna,42,37,37,49.24,42141.6,KEPT
GCA_025058005.1_ASM2505800v1_genomic.fna,119,111,111,33.39,4555.6,KEPT
GCA_025058195.1_ASM2505819v1_genomic.fna,428,414,414,48.75,3388.0,KEPT
GCA_025058175.1_ASM2505817v1_genomic.fna,136,62,62,62.29,14223.4,KEPT
GCA_024269055.1_ASM2426905v1_genomic.fna,230,230,230,34.26,23411.8,KEPT
GCA_025058315.1_ASM2505831v1_genomic.fna,54,34,34,44.79,38344.5,KEPT
GCA_025058425.1_ASM2505842v1_genomic.fna,101,86,86,41.94,14755.9,KEPT
GCA_025057995.1_ASM2505799v1_genomic.fna,83,54,54,47.35,33110.0,KEPT
GCA_025058795.1_ASM2505879v1_genomic.fna,179,163,163,32.27,3536.6,KEPT
GCA_025058615.1_ASM2505861v1_genomic.fna,51,49,49,33.15,10193.6,KEPT
GCA_025058345.1_ASM2505834v1_genomic.fna,54,26,26,41.06,51573.5,KEPT
GCA_025058915.1_ASM2505891v1_genomic.fna,71,69,69,38.20,7861.6,KEPT
GCA_025058595.1_ASM2505859v1_genomic.fna,66,55,55,44.03,26220.2,KEPT
GCA_025058955.1_ASM2505895v1_genomic.fna,156,128,128,40.06,8299.8,KEPT
GCA_025058835.1_ASM2505883v1_genomic.fna,29,17,17,57.38,69647.7,KEPT
GCA_025059435.1_ASM2505943v1_genomic.fna,100,94,94,41.51,5959.8,KEPT
GCA_025058825.1_ASM2505882v1_genomic.fna,52,31,31,49.47,47479.6,KEPT
GCA_025059735.1_ASM2505973v1_genomic.fna,145,141,141,36.38,3934.2,KEPT
GCA_025231485.1_ASM2523148v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_025244945.1_ASM2524494v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_025340205.1_ASM2534020v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_025397995.1_ASM2539799v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_025059415.1_ASM2505941v1_genomic.fna,71,50,50,51.05,19453.0,KEPT
GCA_025059205.1_ASM2505920v1_genomic.fna,35,15,15,45.20,78381.2,KEPT
GCA_025449255.1_ASM2544925v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_025435475.1_ASM2543547v1_genomic.fna,285,183,183,46.80,7143.7,KEPT
GCA_025457905.1_ASM2545790v1_genomic.fna,238,238,238,63.45,5457.2,KEPT
GCA_025059545.1_ASM2505954v1_genomic.fna,169,124,124,40.20,11782.3,KEPT
GCA_025464145.1_ASM2546414v1_genomic.fna,69,67,67,50.21,18040.4,KEPT
GCA_025464155.1_ASM2546415v1_genomic.fna,187,175,175,42.81,8383.8,KEPT
GCA_025464205.1_ASM2546420v1_genomic.fna,157,157,157,46.73,4181.8,KEPT
GCA_025464225.1_ASM2546422v1_genomic.fna,129,129,129,49.03,8715.4,KEPT
GCA_025435355.1_ASM2543535v1_genomic.fna,227,227,227,41.95,9501.9,KEPT
GCA_025464185.1_ASM2546418v1_genomic.fna,57,55,55,47.68,24810.5,KEPT
GCA_025464265.1_ASM2546426v1_genomic.fna,171,164,164,43.95,8193.6,KEPT
GCA_025464245.1_ASM2546424v1_genomic.fna,360,324,324,42.99,5118.2,KEPT
GCA_025457885.1_ASM2545788v1_genomic.fna,100,100,100,44.02,20696.1,KEPT
GCA_025464305.1_ASM2546430v1_genomic.fna,214,195,195,42.20,7181.9,KEPT
GCA_025464275.1_ASM2546427v1_genomic.fna,83,83,83,50.42,15520.5,KEPT
GCA_025464345.1_ASM2546434v1_genomic.fna,116,112,112,48.93,10288.7,KEPT
GCA_025464325.1_ASM2546432v1_genomic.fna,59,59,59,47.82,24045.5,KEPT
GCA_025464425.1_ASM2546442v1_genomic.fna,142,140,140,48.51,6956.8,KEPT
GCA_025464405.1_ASM2546440v1_genomic.fna,186,184,184,43.22,8144.1,KEPT
GCA_025464355.1_ASM2546435v1_genomic.fna,66,65,65,47.79,21922.6,KEPT
GCA_025517425.1_ASM2551742v1_genomic.fna,5,5,0,0.00,0.0,FAILED (CD-HIT)
GCA_025464385.1_ASM2546438v1_genomic.fna,59,59,59,47.88,23768.3,KEPT
GCA_025464645.1_ASM2546464v1_genomic.fna,191,191,191,43.17,8745.0,KEPT
GCA_025464585.1_ASM2546458v1_genomic.fna,220,217,217,43.09,8869.4,KEPT
GCA_025517565.1_ASM2551756v1_genomic.fna,52,49,49,63.00,69009.5,KEPT
GCA_025641885.1_ASM2564188v1_genomic.fna,13,12,12,57.49,191813.2,KEPT
GCA_025839675.1_ASM2583967v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_025913575.1_ASM2591357v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_025914035.1_ASM2591403v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_025920225.1_ASM2592022v1_genomic.fna,91,91,91,36.27,8841.9,KEPT
GCA_025920275.1_ASM2592027v1_genomic.fna,111,111,111,36.22,8593.5,KEPT
GCA_025920315.1_ASM2592031v1_genomic.fna,63,63,63,29.38,5452.6,KEPT
GCA_025920375.1_ASM2592037v1_genomic.fna,46,46,46,29.81,9970.1,KEPT
GCA_025920395.1_ASM2592039v1_genomic.fna,38,38,38,29.81,6414.8,KEPT
GCA_025920425.1_ASM2592042v1_genomic.fna,14,14,14,40.72,51656.9,KEPT
GCA_025920435.1_ASM2592043v1_genomic.fna,35,35,35,30.15,15640.1,KEPT
GCA_025920465.1_ASM2592046v1_genomic.fna,70,70,70,30.44,10099.4,KEPT
GCA_025920475.1_ASM2592047v1_genomic.fna,60,60,60,29.90,6231.3,KEPT
GCA_025920495.1_ASM2592049v1_genomic.fna,77,77,77,30.03,6423.2,KEPT
GCA_025920525.1_ASM2592052v1_genomic.fna,12,12,12,40.53,53657.2,KEPT
GCA_025920545.1_ASM2592054v1_genomic.fna,7,7,7,0.00,0.0,DELETED (too few contigs)
GCA_025920555.1_ASM2592055v1_genomic.fna,13,13,13,40.59,46124.5,KEPT
GCA_025920625.1_ASM2592062v1_genomic.fna,9,9,9,0.00,0.0,DELETED (too few contigs)
GCA_025517525.1_ASM2551752v1_genomic.fna,67,61,61,59.17,74375.0,KEPT
GCA_025920635.1_ASM2592063v1_genomic.fna,4,4,4,0.00,0.0,DELETED (too few contigs)
GCA_025920645.1_ASM2592064v1_genomic.fna,12,12,12,34.06,76963.3,KEPT
GCA_025920705.1_ASM2592070v1_genomic.fna,40,40,40,34.62,27940.7,KEPT
GCA_025920735.1_ASM2592073v1_genomic.fna,9,9,9,0.00,0.0,DELETED (too few contigs)
GCA_025947005.1_ASM2594700v1_genomic.fna,4,4,0,0.00,0.0,FAILED (CD-HIT)
GCA_025962715.1_ASM2596271v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_025920765.1_ASM2592076v1_genomic.fna,185,185,185,34.79,5294.8,KEPT
GCA_025966475.1_ASM2596647v1_genomic.fna,130,130,130,45.22,11410.1,KEPT
GCA_025966495.1_ASM2596649v1_genomic.fna,81,81,81,44.33,26605.8,KEPT
GCA_025966525.1_ASM2596652v1_genomic.fna,126,126,126,43.35,11831.5,KEPT
GCA_025966515.1_ASM2596651v1_genomic.fna,177,177,177,41.97,13528.4,KEPT
GCA_025517465.1_ASM2551746v1_genomic.fna,18,16,16,65.98,265695.3,KEPT
GCA_025998175.1_ASM2599817v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_026000775.1_ASM2600077v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_025966575.1_ASM2596657v1_genomic.fna,118,118,118,46.41,13678.7,KEPT
GCA_025966595.1_ASM2596659v1_genomic.fna,133,133,133,42.30,17637.4,KEPT
GCA_026013925.1_ASM2601392v1_genomic.fna,4,4,0,0.00,0.0,FAILED (CD-HIT)
GCA_026014465.1_ASM2601446v1_genomic.fna,19,19,0,0.00,0.0,FAILED (CD-HIT)
GCA_026002835.1_ASM2600283v1_genomic.fna,24,24,24,31.82,84683.5,KEPT
GCA_026014495.1_ASM2601449v1_genomic.fna,196,196,196,40.89,11178.3,KEPT
GCA_025517495.1_ASM2551749v1_genomic.fna,67,60,60,62.12,93020.7,KEPT
GCA_026014485.1_ASM2601448v1_genomic.fna,26,26,26,48.12,91011.5,KEPT
GCA_026014515.1_ASM2601451v1_genomic.fna,549,546,546,46.64,5406.7,KEPT
GCA_026014545.1_ASM2601454v1_genomic.fna,41,41,41,46.06,45324.3,KEPT
GCA_026014605.1_ASM2601460v1_genomic.fna,225,225,225,42.32,7251.4,KEPT
GCA_026016205.1_ASM2601620v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_026016245.1_ASM2601624v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_026127875.1_ASM2612787v1_genomic.fna,12,12,12,49.49,87002.0,KEPT
GCA_026014565.1_ASM2601456v1_genomic.fna,43,43,43,39.79,42151.4,KEPT
GCA_026127885.1_ASM2612788v1_genomic.fna,163,162,162,67.23,7436.9,KEPT
GCA_026133965.1_ASM2613396v1_genomic.fna,89,89,89,45.28,21195.9,KEPT
GCA_026134005.1_ASM2613400v1_genomic.fna,59,59,59,44.98,27898.5,KEPT
GCA_026134045.1_ASM2613404v1_genomic.fna,20,20,20,47.47,71388.1,KEPT
GCA_026134065.1_ASM2613406v1_genomic.fna,33,33,33,47.29,46344.1,KEPT
GCA_026134085.1_ASM2613408v1_genomic.fna,86,86,86,45.54,23169.2,KEPT
GCA_026248685.1_ASM2624868v1_genomic.fna,7,7,0,0.00,0.0,FAILED (CD-HIT)
GCA_026394235.1_ASM2639423v1_genomic.fna,669,669,669,49.42,4465.4,KEPT
GCA_026394255.1_ASM2639425v1_genomic.fna,477,477,477,46.29,3067.3,KEPT
GCA_026242195.1_ASM2624219v1_genomic.fna,17,17,17,59.77,123751.6,KEPT
GCA_026014735.1_ASM2601473v1_genomic.fna,10,10,10,49.57,291380.1,KEPT
GCA_026394535.1_ASM2639453v1_genomic.fna,436,436,436,50.35,2866.7,KEPT
GCA_026394475.1_ASM2639447v1_genomic.fna,134,134,134,54.28,14302.9,KEPT
GCA_026394635.1_ASM2639463v1_genomic.fna,465,463,463,52.40,4741.0,KEPT
GCA_026394505.1_ASM2639450v1_genomic.fna,310,310,310,51.95,7457.9,KEPT
GCA_026394735.1_ASM2639473v1_genomic.fna,518,518,518,51.30,4010.2,KEPT
GCA_026394955.1_ASM2639495v1_genomic.fna,196,196,196,44.15,3928.6,KEPT
GCA_026394915.1_ASM2639491v1_genomic.fna,225,224,224,41.28,5583.8,KEPT
GCA_026394935.1_ASM2639493v1_genomic.fna,146,146,146,41.68,7068.0,KEPT
GCA_026395835.1_ASM2639583v1_genomic.fna,277,277,277,32.23,3355.4,KEPT
GCA_026396335.1_ASM2639633v1_genomic.fna,180,180,180,50.93,5886.6,KEPT
GCA_026396375.1_ASM2639637v1_genomic.fna,122,122,122,45.91,7937.4,KEPT
GCA_026396355.1_ASM2639635v1_genomic.fna,131,131,131,51.59,9274.3,KEPT
GCA_026396475.1_ASM2639647v1_genomic.fna,136,136,136,43.64,4059.6,KEPT
GCA_026396425.1_ASM2639642v1_genomic.fna,151,151,151,54.04,7888.8,KEPT
GCA_026397035.1_ASM2639703v1_genomic.fna,188,188,188,36.04,6874.2,KEPT
GCA_026410925.1_ASM2641092v1_genomic.fna,4,4,0,0.00,0.0,FAILED (CD-HIT)
GCA_026396995.1_ASM2639699v1_genomic.fna,81,81,81,48.34,16629.2,KEPT
GCA_026413625.1_ASM2641362v1_genomic.fna,16,14,14,38.73,34477.7,KEPT
GCA_026396415.1_ASM2639641v1_genomic.fna,52,52,52,53.83,33379.1,KEPT
GCA_026413685.1_ASM2641368v1_genomic.fna,49,42,42,47.89,14391.2,KEPT
GCA_026413725.1_ASM2641372v1_genomic.fna,411,382,382,64.09,2642.3,KEPT
GCA_026413605.1_ASM2641360v1_genomic.fna,147,125,125,54.26,11094.6,KEPT
GCA_026413745.1_ASM2641374v1_genomic.fna,103,98,98,34.39,6422.9,KEPT
GCA_026413805.1_ASM2641380v1_genomic.fna,63,59,59,48.72,14948.4,KEPT
GCA_026413695.1_ASM2641369v1_genomic.fna,262,245,245,52.68,5843.9,KEPT
GCA_026413755.1_ASM2641375v1_genomic.fna,51,38,38,58.71,29285.1,KEPT
GCA_026008575.1_ASM2600857v1_genomic.fna,20,16,16,61.79,272076.6,KEPT
GCA_026413865.1_ASM2641386v1_genomic.fna,102,53,53,34.38,26719.2,KEPT
GCA_026413885.1_ASM2641388v1_genomic.fna,23,14,14,43.14,93690.6,KEPT
GCA_026413845.1_ASM2641384v1_genomic.fna,56,29,29,37.93,52872.7,KEPT
GCA_026413895.1_ASM2641389v1_genomic.fna,48,37,37,50.94,27061.7,KEPT
GCA_026413985.1_ASM2641398v1_genomic.fna,272,265,265,36.01,3142.0,KEPT
GCA_026413965.1_ASM2641396v1_genomic.fna,28,20,20,50.54,38209.9,KEPT
GCA_026413945.1_ASM2641394v1_genomic.fna,21,12,12,37.74,78554.8,KEPT
GCA_026413925.1_ASM2641392v1_genomic.fna,14,8,8,0.00,0.0,DELETED (too few contigs)
GCA_026414015.1_ASM2641401v1_genomic.fna,15,5,5,0.00,0.0,DELETED (too few contigs)
GCA_026414065.1_ASM2641406v1_genomic.fna,18,9,9,0.00,0.0,DELETED (too few contigs)
GCA_026414085.1_ASM2641408v1_genomic.fna,12,3,3,0.00,0.0,DELETED (too few contigs)
GCA_026414105.1_ASM2641410v1_genomic.fna,37,29,29,32.92,18589.7,KEPT
GCA_026414125.1_ASM2641412v1_genomic.fna,228,192,192,46.96,6376.8,KEPT
GCA_026414005.1_ASM2641400v1_genomic.fna,88,52,52,47.30,33782.7,KEPT
GCA_026414185.1_ASM2641418v1_genomic.fna,35,31,31,53.70,30919.1,KEPT
GCA_026414165.1_ASM2641416v1_genomic.fna,42,24,24,45.73,49015.5,KEPT
GCA_026414145.1_ASM2641414v1_genomic.fna,52,31,31,44.84,46027.9,KEPT
GCA_026414285.1_ASM2641428v1_genomic.fna,29,18,18,33.98,27820.6,KEPT
GCA_026414245.1_ASM2641424v1_genomic.fna,325,302,302,43.94,4743.9,KEPT
GCA_026414265.1_ASM2641426v1_genomic.fna,117,88,88,32.82,13179.9,KEPT
GCA_026414365.1_ASM2641436v1_genomic.fna,32,14,14,30.07,40486.9,KEPT
GCA_026414305.1_ASM2641430v1_genomic.fna,18,15,15,33.11,54494.7,KEPT
GCA_026414325.1_ASM2641432v1_genomic.fna,62,50,50,30.22,15806.1,KEPT
GCA_026414385.1_ASM2641438v1_genomic.fna,35,27,27,31.22,20741.7,KEPT
GCA_026414435.1_ASM2641443v1_genomic.fna,165,158,158,35.01,4071.2,KEPT
GCA_026414465.1_ASM2641446v1_genomic.fna,16,11,11,37.87,53700.7,KEPT
GCA_026414225.1_ASM2641422v1_genomic.fna,84,53,53,48.47,35429.3,KEPT
GCA_026414405.1_ASM2641440v1_genomic.fna,22,10,10,44.53,145618.5,KEPT
GCA_026419815.1_ASM2641981v1_genomic.fna,68,64,64,52.52,8830.1,KEPT
GCA_026414525.1_ASM2641452v1_genomic.fna,136,129,129,44.59,9805.3,KEPT
GCA_026414485.1_ASM2641448v1_genomic.fna,33,23,23,42.59,66264.4,KEPT
GCA_026419835.1_ASM2641983v1_genomic.fna,107,69,69,48.50,20140.9,KEPT
GCA_026414425.1_ASM2641442v1_genomic.fna,107,93,93,51.39,24064.3,KEPT
GCA_026419855.1_ASM2641985v1_genomic.fna,147,133,133,54.14,14206.1,KEPT
GCA_026586625.1_ASM2658662v1_genomic.fna,14,13,0,0.00,0.0,FAILED (CD-HIT)
GCA_026552815.1_ASM2655281v1_genomic.fna,128,128,128,43.09,15588.0,KEPT
GCA_026625165.1_ASM2662516v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_026684035.1_ASM2668403v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_026692625.1_ASM2669262v1_genomic.fna,2,2,2,0.00,0.0,DELETED (too few contigs)
GCA_026706865.1_ASM2670686v1_genomic.fna,23,23,23,29.06,39455.1,KEPT
GCA_026552885.1_ASM2655288v1_genomic.fna,341,341,341,44.23,8109.0,KEPT
GCA_026708305.1_ASM2670830v1_genomic.fna,9,9,9,0.00,0.0,DELETED (too few contigs)
GCA_026709665.1_ASM2670966v1_genomic.fna,258,256,256,67.55,4827.0,KEPT
GCA_026967785.1_ASM2696778v1_genomic.fna,250,250,250,34.39,5452.3,KEPT
GCA_026967815.1_ASM2696781v1_genomic.fna,111,111,111,44.41,12144.6,KEPT
GCA_026552955.1_ASM2655295v1_genomic.fna,54,54,54,41.11,45939.1,KEPT
GCA_026982895.1_ASM2698289v1_genomic.fna,30,30,30,40.30,33817.4,KEPT
GCA_026967835.1_ASM2696783v1_genomic.fna,300,300,300,44.31,6546.4,KEPT
GCA_026983235.1_ASM2698323v1_genomic.fna,667,667,667,43.14,2362.3,KEPT
GCA_026983295.1_ASM2698329v1_genomic.fna,413,413,413,57.24,1792.6,KEPT
GCA_026990475.1_ASM2699047v1_genomic.fna,329,329,328,56.08,2819.9,KEPT
GCA_026983155.1_ASM2698315v1_genomic.fna,374,374,374,50.90,4885.1,KEPT
GCA_026990915.1_ASM2699091v1_genomic.fna,335,335,335,46.24,3474.7,KEPT
GCA_026990885.1_ASM2699088v1_genomic.fna,303,303,303,45.56,5128.5,KEPT
GCA_026991435.1_ASM2699143v1_genomic.fna,327,327,327,53.57,3144.4,KEPT
GCA_026990955.1_ASM2699095v1_genomic.fna,346,346,346,52.66,4197.4,KEPT
GCA_026991515.1_ASM2699151v1_genomic.fna,251,251,251,47.64,3031.6,KEPT
GCA_026992595.1_ASM2699259v1_genomic.fna,81,81,81,43.82,10088.0,KEPT
GCA_026992775.1_ASM2699277v1_genomic.fna,548,548,548,50.59,2655.1,KEPT
GCA_026992885.1_ASM2699288v1_genomic.fna,486,486,486,40.89,3435.1,KEPT
GCA_026993115.1_ASM2699311v1_genomic.fna,341,341,341,52.11,3922.3,KEPT
GCA_026991495.1_ASM2699149v1_genomic.fna,92,92,92,55.18,21680.2,KEPT
GCA_026586675.1_ASM2658667v1_genomic.fna,116,99,99,67.18,31940.6,KEPT
GCA_026994475.1_ASM2699447v1_genomic.fna,244,244,244,42.31,3663.8,KEPT
GCA_026994525.1_ASM2699452v1_genomic.fna,301,301,301,53.47,4518.2,KEPT
GCA_026993455.1_ASM2699345v1_genomic.fna,88,88,88,52.31,20902.0,KEPT
GCA_026994655.1_ASM2699465v1_genomic.fna,120,120,120,37.50,12704.4,KEPT
GCA_026995445.1_ASM2699544v1_genomic.fna,394,394,394,40.97,2775.3,KEPT
GCA_026993975.1_ASM2699397v1_genomic.fna,216,216,216,36.10,10664.1,KEPT
GCA_026995655.1_ASM2699565v1_genomic.fna,556,556,556,38.31,1788.3,KEPT
GCA_026995775.1_ASM2699577v1_genomic.fna,773,773,773,48.69,2042.0,KEPT
GCA_026995555.1_ASM2699555v1_genomic.fna,221,221,221,42.59,6778.5,KEPT
GCA_026995975.1_ASM2699597v1_genomic.fna,327,327,327,39.16,2734.4,KEPT
GCA_026996065.1_ASM2699606v1_genomic.fna,142,142,142,52.89,6317.1,KEPT
GCA_026997095.1_ASM2699709v1_genomic.fna,253,253,253,51.29,3566.9,KEPT
GCA_026997135.1_ASM2699713v1_genomic.fna,494,494,494,39.69,3159.9,KEPT
GCA_026995855.1_ASM2699585v1_genomic.fna,194,194,194,54.62,8800.9,KEPT
GCA_026997215.1_ASM2699721v1_genomic.fna,200,200,200,31.91,4502.9,KEPT
GCA_026997435.1_ASM2699743v1_genomic.fna,253,253,253,36.41,3168.7,KEPT
GCA_026997335.1_ASM2699733v1_genomic.fna,434,434,434,44.68,3819.6,KEPT
GCA_026997665.1_ASM2699766v1_genomic.fna,749,749,749,42.78,2758.7,KEPT
GCA_026997455.1_ASM2699745v1_genomic.fna,629,629,629,42.56,3624.6,KEPT
