Filename,Original Contigs,After Filtering,After CD-HIT,GC %,Avg Length,Status
GCA_021199865.1_ASM2119986v1_genomic.fna,166,166,166,31.71,7552.7,KEPT
GCA_021233415.1_ASM2123341v1_genomic.fna,2,2,0,0.00,0.0,FAILED (CD-HIT)
GCA_021233435.1_ASM2123343v1_genomic.fna,3,3,0,0.00,0.0,FAILED (CD-HIT)
GCA_021249345.1_ASM2124934v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_021249405.1_ASM2124940v1_genomic.fna,4,4,0,0.00,0.0,FAILED (CD-HIT)
GCA_020724545.1_ASM2072454v1_genomic.fna,88,88,88,43.21,33147.4,KEPT
GCA_021268345.1_ASM2126834v1_genomic.fna,78,40,40,31.34,29897.3,KEPT
GCA_021296165.1_ASM2129616v1_genomic.fna,205,192,192,61.45,8510.4,KEPT
GCA_021296175.1_ASM2129617v1_genomic.fna,166,149,149,59.45,11558.1,KEPT
GCA_021431925.1_ASM2143192v1_genomic.fna,4,4,0,0.00,0.0,FAILED (CD-HIT)
GCA_021296145.1_ASM2129614v1_genomic.fna,107,96,96,33.48,23272.1,KEPT
GCA_021498095.1_ASM2149809v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_021442885.1_ASM2144288v1_genomic.fna,86,53,53,28.14,8252.0,KEPT
GCA_021503995.1_ASM2150399v1_genomic.fna,557,448,448,65.34,4410.0,KEPT
GCA_021513695.1_ASM2151369v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_021513715.1_ASM2151371v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_021617285.1_ASM2161728v1_genomic.fna,688,688,688,58.09,2220.5,KEPT
GCA_021617575.1_ASM2161757v1_genomic.fna,532,531,531,56.37,2553.3,KEPT
GCA_021628965.1_ASM2162896v1_genomic.fna,58,58,58,59.90,30136.9,KEPT
GCA_021632465.1_ASM2163246v1_genomic.fna,660,659,659,59.59,2276.0,KEPT
GCA_021633945.1_ASM2163394v1_genomic.fna,384,384,384,48.76,3041.8,KEPT
GCA_021634835.1_ASM2163483v1_genomic.fna,311,311,311,48.12,4484.2,KEPT
GCA_021638735.1_ASM2163873v1_genomic.fna,84,84,84,47.97,16707.1,KEPT
GCA_021641085.1_ASM2164108v1_genomic.fna,324,324,324,32.04,4729.4,KEPT
GCA_021654395.1_ARM1_1.0_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_021654415.1_MjAS7_1.0_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_021655615.1_ASM2165561v1_genomic.fna,1,1,1,0.00,0.0,DELETED (too few contigs)
GCA_021731385.1_ASM2173138v1_genomic.fna,233,233,233,39.28,5590.4,KEPT
GCA_021731725.1_ASM2173172v1_genomic.fna,146,145,145,33.35,6220.7,KEPT
GCA_021781015.1_ASM2178101v1_genomic.fna,106,106,106,31.21,4922.4,KEPT
GCA_021782355.1_ASM2178235v1_genomic.fna,73,73,73,33.39,10896.9,KEPT
GCA_021498125.1_ASM2149812v1_genomic.fna,14,14,14,47.08,222482.0,KEPT
GCA_021784935.1_ASM2178493v1_genomic.fna,235,235,235,44.83,5079.5,KEPT
GCA_021785285.1_ASM2178528v1_genomic.fna,275,275,275,47.52,3410.4,KEPT
GCA_021785375.1_ASM2178537v1_genomic.fna,143,143,143,53.00,6039.4,KEPT
GCA_021784695.1_ASM2178469v1_genomic.fna,74,74,74,49.39,20483.0,KEPT
GCA_021785565.1_ASM2178556v1_genomic.fna,405,405,405,46.41,3778.3,KEPT
GCA_021785675.1_ASM2178567v1_genomic.fna,296,296,296,67.30,4531.7,KEPT
GCA_021785735.1_ASM2178573v1_genomic.fna,84,84,84,44.28,13945.4,KEPT
GCA_021785775.1_ASM2178577v1_genomic.fna,137,137,137,53.59,4503.1,KEPT
GCA_021785805.1_ASM2178580v1_genomic.fna,71,71,71,50.85,12743.3,KEPT
GCA_021785535.1_ASM2178553v1_genomic.fna,133,133,133,45.02,15173.2,KEPT
GCA_021785875.1_ASM2178587v1_genomic.fna,491,491,491,44.72,4382.8,KEPT
GCA_021786015.1_ASM2178601v1_genomic.fna,229,229,229,45.01,5144.1,KEPT
GCA_021786465.1_ASM2178646v1_genomic.fna,344,344,344,46.48,3623.6,KEPT
GCA_021786935.1_ASM2178693v1_genomic.fna,126,126,126,48.42,8163.7,KEPT
GCA_021786335.1_ASM2178633v1_genomic.fna,87,87,87,59.33,13748.6,KEPT
GCA_021788275.1_ASM2178827v1_genomic.fna,159,159,159,54.38,4228.0,KEPT
GCA_021788285.1_ASM2178828v1_genomic.fna,96,96,96,55.06,5184.6,KEPT
GCA_021788355.1_ASM2178835v1_genomic.fna,538,538,538,45.07,3360.4,KEPT
GCA_021788735.1_ASM2178873v1_genomic.fna,183,183,183,41.51,4773.7,KEPT
GCA_021787155.1_ASM2178715v1_genomic.fna,205,205,205,47.14,10018.4,KEPT
GCA_021789075.1_ASM2178907v1_genomic.fna,252,252,252,50.00,4417.7,KEPT
GCA_021788795.1_ASM2178879v1_genomic.fna,309,309,309,68.97,7103.6,KEPT
GCA_021789155.1_ASM2178915v1_genomic.fna,33,33,33,44.16,24115.3,KEPT
GCA_021790175.1_ASM2179017v1_genomic.fna,77,77,77,48.76,5697.8,KEPT
GCA_021790305.1_ASM2179030v1_genomic.fna,37,37,37,43.75,20048.2,KEPT
GCA_020804205.1_ASM2080420v1_genomic.fna,51,46,46,39.90,99375.1,KEPT
GCA_021790355.1_ASM2179035v1_genomic.fna,440,440,440,51.78,4376.8,KEPT
GCA_021790415.1_ASM2179041v1_genomic.fna,459,459,459,37.76,5203.7,KEPT
GCA_021790455.1_ASM2179045v1_genomic.fna,45,45,45,50.01,17380.4,KEPT
GCA_021789945.1_ASM2178994v1_genomic.fna,152,152,152,60.87,13241.3,KEPT
GCA_021790825.1_ASM2179082v1_genomic.fna,208,208,208,70.55,5878.8,KEPT
GCA_021791075.1_ASM2179107v1_genomic.fna,108,108,108,51.56,9081.1,KEPT
GCA_021791005.1_ASM2179100v1_genomic.fna,186,186,186,38.41,7570.5,KEPT
GCA_020804225.1_ASM2080422v1_genomic.fna,37,35,35,41.66,131271.5,KEPT
GCA_021791315.1_ASM2179131v1_genomic.fna,36,36,36,47.47,12934.8,KEPT
GCA_021791245.1_ASM2179124v1_genomic.fna,42,42,42,43.28,19966.8,KEPT
GCA_021791535.1_ASM2179153v1_genomic.fna,25,25,25,51.70,29654.7,KEPT
GCA_021791175.1_ASM2179117v1_genomic.fna,110,110,110,45.02,13210.9,KEPT
GCA_021791655.1_ASM2179165v1_genomic.fna,28,28,28,45.69,29705.0,KEPT
GCA_021791335.1_ASM2179133v1_genomic.fna,63,63,63,70.16,22340.0,KEPT
GCA_021791725.1_ASM2179172v1_genomic.fna,54,54,54,48.68,14728.8,KEPT
GCA_021790425.1_ASM2179042v1_genomic.fna,153,153,153,67.44,16312.8,KEPT
GCA_021791775.1_ASM2179177v1_genomic.fna,43,43,43,47.48,14183.3,KEPT
GCA_021791585.1_ASM2179158v1_genomic.fna,228,228,228,43.46,9811.6,KEPT
GCA_021791695.1_ASM2179169v1_genomic.fna,77,77,77,59.56,23467.0,KEPT
GCA_021791965.1_ASM2179196v1_genomic.fna,125,125,125,47.20,12169.4,KEPT
GCA_021792175.1_ASM2179217v1_genomic.fna,42,42,42,50.34,11748.1,KEPT
GCA_021792115.1_ASM2179211v1_genomic.fna,78,78,78,35.00,10059.2,KEPT
GCA_021792295.1_ASM2179229v1_genomic.fna,35,35,35,55.71,17987.8,KEPT
GCA_021791835.1_ASM2179183v1_genomic.fna,644,644,644,47.48,4757.3,KEPT
GCA_021792235.1_ASM2179223v1_genomic.fna,64,64,64,48.27,15939.0,KEPT
GCA_021792395.1_ASM2179239v1_genomic.fna,44,44,44,42.86,18898.4,KEPT
GCA_021792045.1_ASM2179204v1_genomic.fna,194,194,194,40.96,9911.3,KEPT
GCA_021792485.1_ASM2179248v1_genomic.fna,184,184,184,68.11,6868.7,KEPT
GCA_021792315.1_ASM2179231v1_genomic.fna,180,180,180,45.94,9912.7,KEPT
GCA_021792595.1_ASM2179259v1_genomic.fna,86,86,86,48.72,15686.3,KEPT
GCA_021792655.1_ASM2179265v1_genomic.fna,84,84,84,46.08,16206.7,KEPT
GCA_021792775.1_ASM2179277v1_genomic.fna,31,31,31,45.23,25288.6,KEPT
GCA_021793035.1_ASM2179303v1_genomic.fna,94,94,94,48.64,7045.9,KEPT
GCA_021793455.1_ASM2179345v1_genomic.fna,95,95,95,47.24,5491.2,KEPT
GCA_021792955.1_ASM2179295v1_genomic.fna,70,70,70,47.61,16755.1,KEPT
GCA_021793855.1_ASM2179385v1_genomic.fna,176,176,176,43.72,6865.4,KEPT
GCA_021794235.1_ASM2179423v1_genomic.fna,25,25,25,44.39,28589.3,KEPT
GCA_021792665.1_ASM2179266v1_genomic.fna,65,65,65,35.69,25357.4,KEPT
GCA_021792355.1_ASM2179235v1_genomic.fna,151,151,151,43.72,15344.6,KEPT
GCA_021795295.1_ASM2179529v1_genomic.fna,362,362,362,43.60,3758.1,KEPT
GCA_021794375.1_ASM2179437v1_genomic.fna,355,355,355,34.73,4420.3,KEPT
GCA_021794885.1_ASM2179488v1_genomic.fna,355,355,355,45.39,4174.6,KEPT
GCA_021796295.1_ASM2179629v1_genomic.fna,53,53,53,48.33,14964.8,KEPT
GCA_021796475.1_ASM2179647v1_genomic.fna,222,222,222,45.74,6424.1,KEPT
GCA_021793945.1_ASM2179394v1_genomic.fna,227,227,227,45.65,8553.8,KEPT
GCA_021796175.1_ASM2179617v1_genomic.fna,195,195,195,51.84,8441.4,KEPT
GCA_021796585.1_ASM2179658v1_genomic.fna,94,94,94,49.70,7565.8,KEPT
GCA_021796665.1_ASM2179666v1_genomic.fna,592,592,592,49.01,3517.3,KEPT
GCA_021796655.1_ASM2179665v1_genomic.fna,361,361,361,45.73,4274.1,KEPT
GCA_021796515.1_ASM2179651v1_genomic.fna,114,114,114,62.31,13279.2,KEPT
GCA_021796915.1_ASM2179691v1_genomic.fna,175,175,175,52.18,4708.1,KEPT
GCA_021796855.1_ASM2179685v1_genomic.fna,138,138,138,39.19,10780.3,KEPT
GCA_021796895.1_ASM2179689v1_genomic.fna,241,241,241,51.65,8582.3,KEPT
GCA_021797085.1_ASM2179708v1_genomic.fna,33,33,33,36.49,25411.1,KEPT
GCA_021796385.1_ASM2179638v1_genomic.fna,81,81,81,61.57,28183.2,KEPT
GCA_021797075.1_ASM2179707v1_genomic.fna,154,154,154,38.85,11207.9,KEPT
GCA_021797155.1_ASM2179715v1_genomic.fna,209,209,209,42.87,7535.6,KEPT
GCA_021797265.1_ASM2179726v1_genomic.fna,160,160,160,45.68,8567.9,KEPT
GCA_021797325.1_ASM2179732v1_genomic.fna,34,34,34,33.27,19463.7,KEPT
GCA_021797295.1_ASM2179729v1_genomic.fna,105,105,105,37.63,9515.8,KEPT
GCA_021797225.1_ASM2179722v1_genomic.fna,206,206,206,36.41,8199.5,KEPT
GCA_021797025.1_ASM2179702v1_genomic.fna,248,248,248,36.57,10924.1,KEPT
GCA_021797525.1_ASM2179752v1_genomic.fna,104,104,104,42.38,8836.1,KEPT
GCA_021797595.1_ASM2179759v1_genomic.fna,106,106,106,46.70,12096.2,KEPT
GCA_021797385.1_ASM2179738v1_genomic.fna,184,184,184,37.49,9695.1,KEPT
GCA_021797395.1_ASM2179739v1_genomic.fna,51,51,51,34.23,29185.6,KEPT
GCA_021797915.1_ASM2179791v1_genomic.fna,29,29,29,44.20,45563.3,KEPT
GCA_021797955.1_ASM2179795v1_genomic.fna,387,387,387,38.05,5928.7,KEPT
GCA_021797995.1_ASM2179799v1_genomic.fna,32,32,32,52.19,29547.8,KEPT
GCA_021798035.1_ASM2179803v1_genomic.fna,79,79,79,36.38,9247.7,KEPT
GCA_021798095.1_ASM2179809v1_genomic.fna,174,174,174,47.47,6989.6,KEPT
GCA_021797555.1_ASM2179755v1_genomic.fna,24,24,24,29.92,80716.4,KEPT
GCA_021798255.1_ASM2179825v1_genomic.fna,253,253,253,50.66,5040.0,KEPT
GCA_021797735.1_ASM2179773v1_genomic.fna,57,57,57,32.79,34558.0,KEPT
GCA_021798355.1_ASM2179835v1_genomic.fna,50,50,50,35.99,14001.4,KEPT
GCA_021798215.1_ASM2179821v1_genomic.fna,127,127,127,51.11,14024.2,KEPT
GCA_021798195.1_ASM2179819v1_genomic.fna,73,73,73,68.65,23998.0,KEPT
GCA_021799185.1_ASM2179918v1_genomic.fna,163,163,163,45.50,10316.5,KEPT
GCA_021799535.1_ASM2179953v1_genomic.fna,8,8,8,0.00,0.0,DELETED (too few contigs)
GCA_021799675.1_ASM2179967v1_genomic.fna,370,370,370,44.19,4149.7,KEPT
GCA_021798415.1_ASM2179841v1_genomic.fna,182,182,182,70.81,9765.2,KEPT
GCA_021799315.1_ASM2179931v1_genomic.fna,214,214,214,39.63,7807.1,KEPT
GCA_021799755.1_ASM2179975v1_genomic.fna,204,204,204,44.37,6290.0,KEPT
GCA_021800135.1_ASM2180013v1_genomic.fna,45,45,45,47.82,9327.5,KEPT
GCA_021799815.1_ASM2179981v1_genomic.fna,126,126,126,45.60,8893.9,KEPT
GCA_021800365.1_ASM2180036v1_genomic.fna,30,30,30,39.14,29947.1,KEPT
GCA_021800515.1_ASM2180051v1_genomic.fna,49,49,49,35.23,16388.7,KEPT
GCA_021800105.1_ASM2180010v1_genomic.fna,98,98,98,44.08,14127.6,KEPT
GCA_021800785.1_ASM2180078v1_genomic.fna,204,204,204,41.33,7184.3,KEPT
GCA_021801035.1_ASM2180103v1_genomic.fna,57,57,57,47.01,17339.0,KEPT
GCA_021800855.1_ASM2180085v1_genomic.fna,109,109,109,60.69,13274.8,KEPT
GCA_021801505.1_ASM2180150v1_genomic.fna,247,247,247,41.86,3659.4,KEPT
GCA_021801305.1_ASM2180130v1_genomic.fna,168,168,168,43.65,6508.4,KEPT
GCA_021801385.1_ASM2180138v1_genomic.fna,26,26,26,45.99,23847.8,KEPT
GCA_021801865.1_ASM2180186v1_genomic.fna,260,260,260,48.67,4527.4,KEPT
GCA_021801785.1_ASM2180178v1_genomic.fna,34,34,34,46.22,20490.9,KEPT
GCA_021801765.1_ASM2180176v1_genomic.fna,62,62,62,45.53,13358.0,KEPT
GCA_021802005.1_ASM2180200v1_genomic.fna,167,167,167,45.41,4306.6,KEPT
GCA_021800035.1_ASM2180003v1_genomic.fna,130,130,130,51.56,16315.2,KEPT
GCA_021801935.1_ASM2180193v1_genomic.fna,297,297,297,32.89,5002.2,KEPT
GCA_021802165.1_ASM2180216v1_genomic.fna,280,280,280,37.03,6004.2,KEPT
GCA_021802055.1_ASM2180205v1_genomic.fna,42,42,42,48.65,35328.3,KEPT
GCA_021801925.1_ASM2180192v1_genomic.fna,89,89,89,72.80,17653.2,KEPT
GCA_021802255.1_ASM2180225v1_genomic.fna,49,49,49,46.18,18326.3,KEPT
GCA_021802335.1_ASM2180233v1_genomic.fna,68,68,68,42.07,11781.4,KEPT
GCA_021802205.1_ASM2180220v1_genomic.fna,105,105,105,36.46,16689.0,KEPT
GCA_021802365.1_ASM2180236v1_genomic.fna,92,92,92,43.43,12084.5,KEPT
GCA_021802245.1_ASM2180224v1_genomic.fna,328,328,328,37.14,7350.0,KEPT
GCA_021802505.1_ASM2180250v1_genomic.fna,28,28,28,40.81,27254.2,KEPT
GCA_021802405.1_ASM2180240v1_genomic.fna,162,162,162,44.02,10158.1,KEPT
GCA_021803405.1_ASM2180340v1_genomic.fna,41,41,41,34.29,12156.6,KEPT
GCA_021802445.1_ASM2180244v1_genomic.fna,264,264,264,41.21,7006.1,KEPT
GCA_021803525.1_ASM2180352v1_genomic.fna,738,738,738,45.57,3562.7,KEPT
GCA_021803615.1_ASM2180361v1_genomic.fna,1412,1412,1412,38.19,3659.4,KEPT
GCA_021803425.1_ASM2180342v1_genomic.fna,33,33,33,42.60,26694.0,KEPT
GCA_021803655.1_ASM2180365v1_genomic.fna,80,80,80,48.15,20600.6,KEPT
GCA_021802515.1_ASM2180251v1_genomic.fna,92,92,92,32.91,20030.6,KEPT
GCA_021803855.1_ASM2180385v1_genomic.fna,195,195,195,44.90,6066.7,KEPT
GCA_021803945.1_ASM2180394v1_genomic.fna,26,26,26,48.46,34697.1,KEPT
GCA_021804005.1_ASM2180400v1_genomic.fna,175,175,175,44.83,5265.8,KEPT
GCA_021804015.1_ASM2180401v1_genomic.fna,90,90,90,35.29,7512.9,KEPT
GCA_021802125.1_ASM2180212v1_genomic.fna,54,54,54,69.13,48644.8,KEPT
GCA_021804095.1_ASM2180409v1_genomic.fna,41,41,41,41.28,19790.1,KEPT
GCA_021804305.1_ASM2180430v1_genomic.fna,122,122,122,49.51,5709.2,KEPT
GCA_021804105.1_ASM2180410v1_genomic.fna,34,34,34,48.14,23676.2,KEPT
GCA_021803795.1_ASM2180379v1_genomic.fna,305,305,305,43.86,8336.0,KEPT
GCA_021805465.1_ASM2180546v1_genomic.fna,256,256,256,54.04,4202.2,KEPT
GCA_021804185.1_ASM2180418v1_genomic.fna,319,319,319,43.97,5069.3,KEPT
GCA_021805625.1_ASM2180562v1_genomic.fna,151,151,151,47.67,5413.5,KEPT
GCA_021806085.1_ASM2180608v1_genomic.fna,134,134,134,51.89,5337.5,KEPT
GCA_021805845.1_ASM2180584v1_genomic.fna,71,71,71,47.77,8457.5,KEPT
GCA_021806185.1_ASM2180618v1_genomic.fna,36,36,36,52.89,9068.8,KEPT
GCA_021806095.1_ASM2180609v1_genomic.fna,51,51,51,29.30,15334.0,KEPT
GCA_021806355.1_ASM2180635v1_genomic.fna,208,208,208,40.97,8422.0,KEPT
GCA_021806135.1_ASM2180613v1_genomic.fna,65,65,65,68.93,28497.0,KEPT
GCA_021806375.1_ASM2180637v1_genomic.fna,89,89,89,37.57,16196.6,KEPT
GCA_021806235.1_ASM2180623v1_genomic.fna,37,37,37,32.71,52135.5,KEPT
GCA_021806585.1_ASM2180658v1_genomic.fna,173,173,173,42.08,12016.6,KEPT
GCA_021807115.1_ASM2180711v1_genomic.fna,44,44,44,55.64,26727.0,KEPT
GCA_021807125.1_ASM2180712v1_genomic.fna,7,7,7,0.00,0.0,DELETED (too few contigs)
GCA_021807225.1_ASM2180722v1_genomic.fna,50,50,50,61.14,17739.4,KEPT
GCA_021806935.1_ASM2180693v1_genomic.fna,163,163,163,49.70,15284.0,KEPT
GCA_021809675.1_ASM2180967v1_genomic.fna,26,26,26,43.17,23393.6,KEPT
GCA_021806865.1_ASM2180686v1_genomic.fna,297,297,297,47.60,9941.6,KEPT
GCA_021806345.1_ASM2180634v1_genomic.fna,475,475,475,38.15,8681.3,KEPT
GCA_021810105.1_ASM2181010v1_genomic.fna,5,5,5,0.00,0.0,DELETED (too few contigs)
GCA_021810375.1_ASM2181037v1_genomic.fna,33,33,33,48.91,18217.9,KEPT
GCA_021809545.1_ASM2180954v1_genomic.fna,83,83,83,64.50,23642.8,KEPT
GCA_021810445.1_ASM2181044v1_genomic.fna,87,87,87,53.83,5946.8,KEPT
GCA_021810575.1_ASM2181057v1_genomic.fna,75,75,75,39.34,13531.3,KEPT
GCA_021809755.1_ASM2180975v1_genomic.fna,179,179,179,37.40,11611.5,KEPT
GCA_021810685.1_ASM2181068v1_genomic.fna,88,88,88,55.12,6843.3,KEPT
GCA_021810775.1_ASM2181077v1_genomic.fna,227,227,227,33.32,4084.0,KEPT
GCA_021811465.1_ASM2181146v1_genomic.fna,329,329,329,45.59,3981.9,KEPT
GCA_021810425.1_ASM2181042v1_genomic.fna,120,120,120,43.53,12665.9,KEPT
GCA_021810765.1_ASM2181076v1_genomic.fna,80,80,80,45.87,10298.6,KEPT
GCA_021811485.1_ASM2181148v1_genomic.fna,85,85,85,62.22,10571.1,KEPT
GCA_021810045.1_ASM2181004v1_genomic.fna,81,81,81,42.75,27878.6,KEPT
GCA_021811535.1_ASM2181153v1_genomic.fna,27,27,27,47.18,25051.2,KEPT
GCA_021811505.1_ASM2181150v1_genomic.fna,317,317,317,44.23,5744.3,KEPT
GCA_021811705.1_ASM2181170v1_genomic.fna,82,82,82,54.07,5568.7,KEPT
GCA_021811605.1_ASM2181160v1_genomic.fna,31,31,31,51.78,22733.8,KEPT
GCA_021811635.1_ASM2181163v1_genomic.fna,92,92,92,48.54,10972.5,KEPT
GCA_021811735.1_ASM2181173v1_genomic.fna,52,52,52,37.64,16876.6,KEPT
GCA_021812005.1_ASM2181200v1_genomic.fna,213,213,213,46.41,4832.6,KEPT
GCA_021812025.1_ASM2181202v1_genomic.fna,69,69,69,49.65,7943.6,KEPT
GCA_021812055.1_ASM2181205v1_genomic.fna,281,281,281,43.06,3522.9,KEPT
GCA_021812085.1_ASM2181208v1_genomic.fna,365,365,365,53.28,4336.2,KEPT
GCA_021811525.1_ASM2181152v1_genomic.fna,166,166,166,45.33,10998.0,KEPT
GCA_021812205.1_ASM2181220v1_genomic.fna,69,69,69,54.83,5881.1,KEPT
GCA_021812465.1_ASM2181246v1_genomic.fna,257,257,257,43.38,4055.9,KEPT
GCA_021812565.1_ASM2181256v1_genomic.fna,250,250,250,47.15,3767.0,KEPT
GCA_021811925.1_ASM2181192v1_genomic.fna,215,215,215,52.63,8111.7,KEPT
GCA_021812635.1_ASM2181263v1_genomic.fna,386,386,386,41.09,3485.5,KEPT
GCA_021811935.1_ASM2181193v1_genomic.fna,107,107,107,63.74,13633.8,KEPT
GCA_021813695.1_ASM2181369v1_genomic.fna,274,274,274,42.56,3598.7,KEPT
GCA_021813025.1_ASM2181302v1_genomic.fna,99,99,99,58.47,13534.9,KEPT
GCA_021815555.1_ASM2181555v1_genomic.fna,290,290,290,46.42,3873.6,KEPT
GCA_021814005.1_ASM2181400v1_genomic.fna,34,34,34,55.41,35317.4,KEPT
GCA_021813385.1_ASM2181338v1_genomic.fna,105,105,105,51.17,16912.1,KEPT
GCA_021816355.1_ASM2181635v1_genomic.fna,699,699,699,42.22,3337.9,KEPT
GCA_021816305.1_ASM2181630v1_genomic.fna,193,193,193,42.53,8330.1,KEPT
GCA_021816645.1_ASM2181664v1_genomic.fna,139,139,139,49.69,5825.5,KEPT
GCA_021812305.1_ASM2181230v1_genomic.fna,149,149,149,72.05,12559.1,KEPT
GCA_021816335.1_ASM2181633v1_genomic.fna,307,307,307,43.27,6101.9,KEPT
GCA_021816385.1_ASM2181638v1_genomic.fna,214,214,214,40.00,6459.2,KEPT
GCA_021816785.1_ASM2181678v1_genomic.fna,154,154,154,52.30,5734.0,KEPT
GCA_021816745.1_ASM2181674v1_genomic.fna,95,95,95,41.55,13631.7,KEPT
GCA_021816725.1_ASM2181672v1_genomic.fna,27,27,27,44.26,48612.4,KEPT
GCA_021816965.1_ASM2181696v1_genomic.fna,77,77,77,40.52,17656.5,KEPT
GCA_021816955.1_ASM2181695v1_genomic.fna,82,82,82,69.86,17335.0,KEPT
GCA_021817305.1_ASM2181730v1_genomic.fna,57,57,57,53.10,14739.9,KEPT
GCA_021817205.1_ASM2181720v1_genomic.fna,68,68,68,63.42,20362.0,KEPT
GCA_021817445.1_ASM2181744v1_genomic.fna,192,192,192,41.83,4008.6,KEPT
GCA_021817255.1_ASM2181725v1_genomic.fna,54,54,54,40.80,24424.1,KEPT
GCA_021817505.1_ASM2181750v1_genomic.fna,34,34,34,46.09,24684.2,KEPT
GCA_021817325.1_ASM2181732v1_genomic.fna,32,32,32,51.13,30971.9,KEPT
GCA_021818475.1_ASM2181847v1_genomic.fna,9,9,9,0.00,0.0,DELETED (too few contigs)
GCA_021818665.1_ASM2181866v1_genomic.fna,69,69,69,47.45,12478.6,KEPT
GCA_021817005.1_ASM2181700v1_genomic.fna,56,56,56,51.61,34479.2,KEPT
GCA_021817735.1_ASM2181773v1_genomic.fna,99,99,99,47.98,13945.2,KEPT
GCA_021818995.1_ASM2181899v1_genomic.fna,4,4,4,0.00,0.0,DELETED (too few contigs)
GCA_021819045.1_ASM2181904v1_genomic.fna,75,75,75,43.48,5747.7,KEPT
GCA_021818675.1_ASM2181867v1_genomic.fna,99,96,96,38.19,14573.0,KEPT
GCA_021819105.1_ASM2181910v1_genomic.fna,12,12,12,63.20,76164.7,KEPT
GCA_021818705.1_ASM2181870v1_genomic.fna,159,159,159,50.16,10766.3,KEPT
GCA_021819905.1_ASM2181990v1_genomic.fna,340,340,340,41.54,3819.9,KEPT
GCA_021818715.1_ASM2181871v1_genomic.fna,44,44,44,48.49,31667.1,KEPT
GCA_021819225.1_ASM2181922v1_genomic.fna,287,287,287,40.21,5238.5,KEPT
GCA_021819915.1_ASM2181991v1_genomic.fna,346,346,346,43.88,4320.5,KEPT
GCA_021819605.1_ASM2181960v1_genomic.fna,146,146,146,47.39,9691.4,KEPT
GCA_021820405.1_ASM2182040v1_genomic.fna,130,130,130,39.58,10373.6,KEPT
GCA_021820245.1_ASM2182024v1_genomic.fna,125,125,125,42.13,12813.6,KEPT
GCA_021820565.1_ASM2182056v1_genomic.fna,161,161,161,38.47,9870.0,KEPT
GCA_021821445.1_ASM2182144v1_genomic.fna,37,37,37,29.08,22693.0,KEPT
GCA_021821805.1_ASM2182180v1_genomic.fna,159,159,159,50.64,4076.7,KEPT
GCA_021820285.1_ASM2182028v1_genomic.fna,51,51,51,37.13,29658.3,KEPT
GCA_021821525.1_ASM2182152v1_genomic.fna,509,509,509,42.29,4344.5,KEPT
GCA_021822645.1_ASM2182264v1_genomic.fna,267,267,267,50.14,3926.9,KEPT
GCA_021822815.1_ASM2182281v1_genomic.fna,476,476,476,42.56,3460.0,KEPT
