Filename,Original Contigs,After Filtering,GC Content (%),Avg Length,Status
NZ_CP074801.1.fna,1,1,47.71,96016.0,KEPT
NZ_JACYGV010000004.1.fna,1,1,33.99,72515.0,KEPT
NZ_PP320307.1.fna,1,1,51.23,63589.0,KEPT
NZ_CP170768.1.fna,1,1,28.21,24519.0,KEPT
NZ_CP104896.1.fna,1,1,37.90,18771.0,KEPT
NZ_CP169094.1.fna,1,1,51.75,4995.0,KEPT
NZ_LAUH01000249.1.fna,1,1,60.32,2573.0,KEPT
NZ_CP104079.1.fna,1,1,51.46,100197.0,KEPT
NZ_JBDYDO010000092.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_OV753637.1.fna,1,1,51.14,78541.0,KEPT
NZ_CP084624.1.fna,1,1,31.12,182157.0,KEPT
NZ_CP096225.1.fna,1,1,34.65,3007.0,KEPT
NZ_MG702490.1.fna,1,1,50.08,79613.0,KEPT
NZ_MN657055.1.fna,1,1,38.50,1769.0,KEPT
NZ_LKWT01000149.1.fna,1,1,30.62,5200.0,KEPT
NZ_CP035362.1.fna,1,1,48.46,6797.0,KEPT
NZ_CP194047.1.fna,1,1,53.41,182803.0,KEPT
NZ_CP162055.1.fna,1,1,49.53,13293.0,KEPT
NZ_CM010606.1.fna,1,1,30.14,4473.0,KEPT
NZ_QRAD01000107.1.fna,1,1,52.75,1547.0,KEPT
NZ_CP172441.1.fna,1,1,43.21,30201.0,KEPT
NZ_CP028885.1.fna,1,1,31.96,129143.0,KEPT
NZ_RRFW01000146.1.fna,1,1,39.36,33804.0,KEPT
NZ_CM017152.1.fna,1,1,51.72,136116.0,KEPT
NZ_CP041540.1.fna,1,1,48.20,28531.0,KEPT
NZ_CP158370.1.fna,1,1,34.90,45785.0,KEPT
NZ_CP066282.1.fna,1,1,64.74,2941.0,KEPT
NZ_CP043496.1.fna,1,1,69.57,292607.0,KEPT
NZ_JAQFKF010000118.1.fna,1,1,52.67,51248.0,KEPT
NZ_CP129180.1.fna,1,1,34.98,17512.0,KEPT
NZ_U40997.1.fna,1,1,34.64,3712.0,KEPT
NZ_RRJO01000140.1.fna,1,1,52.31,1258.0,KEPT
NZ_RRIP01000129.1.fna,1,1,52.43,3443.0,KEPT
NZ_OX460317.1.fna,1,1,51.45,73423.0,KEPT
NZ_CP132636.1.fna,1,1,50.06,128536.0,KEPT
NZ_RRDV01000170.1.fna,1,1,48.62,29859.0,KEPT
NZ_CP031209.1.fna,1,1,41.27,43771.0,KEPT
NC_017570.1.fna,1,1,43.61,72392.0,KEPT
NZ_CP175637.1.fna,1,1,47.71,282163.0,KEPT
NZ_CP090459.1.fna,1,1,46.65,46161.0,KEPT
NZ_MH049741.1.fna,1,1,51.12,5644.0,KEPT
NZ_CP059718.1.fna,1,1,52.55,73818.0,KEPT
NZ_OY754383.1.fna,1,1,44.57,197660.0,KEPT
NZ_CP126035.1.fna,1,1,60.62,374082.0,KEPT
NZ_CP079620.1.fna,1,1,51.23,7819.0,KEPT
NZ_CP047293.1.fna,1,1,60.15,49367.0,KEPT
NZ_CP118109.1.fna,1,1,42.39,214846.0,KEPT
NZ_CP177450.1.fna,1,1,50.13,103631.0,KEPT
NZ_CP192643.1.fna,1,1,33.94,13159.0,KEPT
NZ_CP058177.1.fna,1,1,49.44,60669.0,KEPT
NZ_CP123193.1.fna,1,1,57.63,90691.0,KEPT
NZ_CP192090.1.fna,1,1,68.35,23825.0,KEPT
NZ_CP121394.1.fna,1,1,49.24,38472.0,KEPT
NZ_NPIJ01000084.1.fna,1,1,57.39,2854.0,KEPT
NZ_CP176879.1.fna,1,1,50.16,222006.0,KEPT
NZ_CP023362.1.fna,1,1,49.99,85570.0,KEPT
NZ_MT742153.1.fna,1,1,51.76,128223.0,KEPT
NZ_GG688676.1.fna,1,1,32.15,5748.0,KEPT
NZ_JAHLSX010000003.1.fna,1,1,47.74,276893.0,KEPT
NZ_CP169787.1.fna,1,1,35.32,16095.0,KEPT
NZ_CP042108.1.fna,1,1,28.95,17383.0,KEPT
NZ_OX030704.1.fna,1,1,51.22,63570.0,KEPT
NZ_CP114620.1.fna,1,1,35.33,32463.0,KEPT
NZ_CP014303.1.fna,1,1,59.22,89596.0,KEPT
NZ_CP192740.1.fna,1,1,47.98,10431.0,KEPT
NZ_KY595964.1.fna,1,1,32.05,4465.0,KEPT
NZ_MT039197.1.fna,1,1,49.05,116063.0,KEPT
NZ_CP178549.1.fna,1,1,47.86,237966.0,KEPT
NZ_CP145252.1.fna,1,1,29.74,50982.0,KEPT
NZ_RRGI01000102.1.fna,1,1,51.59,1258.0,KEPT
NC_019085.1.fna,1,1,48.14,2989.0,KEPT
NZ_CP023881.1.fna,1,1,49.88,4942.0,KEPT
NZ_CP121638.1.fna,1,1,60.92,564717.0,KEPT
NZ_CP124144.1.fna,1,1,52.46,188907.0,KEPT
NZ_RRGM01000193.1.fna,1,1,51.97,4701.0,KEPT
NZ_CP182195.1.fna,1,1,46.43,30964.0,KEPT
NZ_CP101697.1.fna,1,1,33.46,96994.0,KEPT
NZ_CP139929.1.fna,1,1,49.18,110291.0,KEPT
NZ_CP104828.1.fna,1,1,49.20,2317.0,KEPT
NZ_CP045010.1.fna,1,1,32.28,7081.0,KEPT
NZ_MW940615.1.fna,1,1,46.35,193385.0,KEPT
NZ_CP192830.1.fna,1,1,28.64,8670.0,KEPT
NZ_CP012594.1.fna,1,1,31.75,55713.0,KEPT
NZ_CP047574.1.fna,1,1,50.07,64451.0,KEPT
NZ_CP139666.2.fna,1,1,50.58,303604.0,KEPT
NZ_CP092582.1.fna,1,1,28.65,24653.0,KEPT
NZ_CP021877.1.fna,1,1,35.65,12475.0,KEPT
NZ_CP101830.1.fna,1,1,59.03,510436.0,KEPT
NZ_CP086417.1.fna,1,1,52.56,156512.0,KEPT
NZ_LR890340.1.fna,1,1,51.40,4062.0,KEPT
NZ_CP136345.1.fna,1,1,36.93,5107.0,KEPT
NZ_OY731273.1.fna,1,1,58.20,2658.0,KEPT
NZ_CP047012.1.fna,1,1,49.95,101644.0,KEPT
NZ_RRDX01000119.1.fna,1,1,46.02,23941.0,KEPT
NZ_CP117854.1.fna,1,1,53.76,198749.0,KEPT
NZ_CP186938.1.fna,1,1,55.58,11970.0,KEPT
NZ_RRNJ01000169.1.fna,1,1,50.69,58177.0,KEPT
NZ_LR135434.1.fna,1,1,33.01,3305.0,KEPT
NZ_MT560069.1.fna,1,1,56.28,3223.0,KEPT
NZ_CP086489.1.fna,1,1,40.71,4237.0,KEPT
NZ_CP100940.1.fna,1,1,60.05,11032.0,KEPT
NZ_JACKZQ010000607.1.fna,1,1,41.36,2727.0,KEPT
NG_049539.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_SIJU01000006.1.fna,1,1,58.30,113956.0,KEPT
NZ_CP186444.1.fna,1,1,44.40,4473.0,KEPT
NZ_CP082350.1.fna,1,1,47.01,79616.0,KEPT
NZ_MW118670.1.fna,1,1,33.78,3973.0,KEPT
NZ_CP071623.1.fna,1,1,60.79,284792.0,KEPT
NZ_CP074452.1.fna,1,1,52.90,54183.0,KEPT
NZ_LR828254.1.fna,1,1,59.13,211306.0,KEPT
NZ_CP070874.1.fna,1,1,46.29,255882.0,KEPT
NZ_CP072189.1.fna,1,1,26.91,3962.0,KEPT
NZ_CP045758.1.fna,1,1,49.98,81815.0,KEPT
NZ_AP024960.1.fna,1,1,59.65,70421.0,KEPT
NZ_CP035102.1.fna,1,1,30.69,27489.0,KEPT
NZ_RRDA01000190.1.fna,1,1,48.63,2042.0,KEPT
NZ_CP132363.1.fna,1,1,27.16,27270.0,KEPT
NZ_AFPR01000627.1.fna,1,1,63.80,3586.0,KEPT
NZ_CP172204.1.fna,1,1,49.29,152364.0,KEPT
NZ_JBAKMR010000009.1.fna,1,1,36.41,249233.0,KEPT
NZ_CP116388.1.fna,1,1,35.95,169443.0,KEPT
NZ_MH457202.1.fna,1,1,39.92,12666.0,KEPT
NZ_CP153779.1.fna,1,1,49.11,5893.0,KEPT
NZ_CP012704.1.fna,1,1,61.92,30496.0,KEPT
NZ_JAQPSG010000002.1.fna,1,1,28.70,50894.0,KEPT
NZ_CP177780.1.fna,1,1,44.90,71624.0,KEPT
NC_018639.1.fna,1,1,32.93,7553.0,KEPT
NZ_CP123825.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JBNGNU010000017.1.fna,1,1,48.36,110287.0,KEPT
NZ_CP194645.1.fna,1,1,65.37,57599.0,KEPT
NZ_CP086933.1.fna,1,1,61.21,110564.0,KEPT
NZ_JANUJF010000010.1.fna,1,1,40.78,2663.0,KEPT
NZ_CM001855.1.fna,1,1,31.50,4321.0,KEPT
NZ_CP005862.1.fna,1,1,36.86,1720.0,KEPT
NZ_BLKX01000002.1.fna,1,1,65.05,321686.0,KEPT
NZ_CP075974.1.fna,1,1,26.66,71757.0,KEPT
NZ_CP117353.1.fna,1,1,48.64,74850.0,KEPT
NZ_NHNE01000056.1.fna,1,1,48.59,36290.0,KEPT
NZ_CP165722.1.fna,1,1,40.58,27038.0,KEPT
NC_017116.1.fna,1,1,55.78,3035.0,KEPT
NZ_CP083153.1.fna,1,1,33.65,10657.0,KEPT
NZ_JAJQKY010000055.1.fna,1,1,64.13,1720.0,KEPT
NZ_CP010782.1.fna,1,1,34.37,8731.0,KEPT
NZ_CP146626.1.fna,1,1,58.64,354893.0,KEPT
NZ_AP012556.1.fna,1,1,66.47,194711.0,KEPT
NZ_CP165892.1.fna,1,1,55.15,9294.0,KEPT
NZ_CP005701.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP084161.1.fna,1,1,23.43,6032.0,KEPT
NZ_CP126570.1.fna,1,1,35.88,79814.0,KEPT
NZ_NPJW01000086.1.fna,1,1,51.51,1159.0,KEPT
NZ_CP031323.1.fna,1,1,47.42,82461.0,KEPT
NZ_LR135173.1.fna,1,1,36.92,4147.0,KEPT
NZ_CP038643.1.fna,1,1,37.41,4392.0,KEPT
NZ_CP180666.1.fna,1,1,53.22,105088.0,KEPT
NZ_AP027962.1.fna,1,1,41.84,33309.0,KEPT
NZ_CP126865.1.fna,1,1,51.89,112497.0,KEPT
NZ_LT985292.1.fna,1,1,48.73,5912.0,KEPT
NZ_CP179655.1.fna,1,1,24.78,31274.0,KEPT
NZ_CP179361.1.fna,1,1,35.58,29737.0,KEPT
NZ_RRDK01000185.1.fna,1,1,45.24,25640.0,KEPT
NZ_CP133180.1.fna,1,1,69.13,247808.0,KEPT
NZ_CP018612.1.fna,1,1,44.46,41771.0,KEPT
NZ_RREI01000162.1.fna,1,1,47.38,4563.0,KEPT
NZ_CP076699.1.fna,1,1,53.74,102381.0,KEPT
NZ_LIYQ01000120.1.fna,1,1,44.66,7607.0,KEPT
NZ_OL964513.1.fna,1,1,53.88,80828.0,KEPT
NZ_CP075276.1.fna,1,1,45.32,219745.0,KEPT
NZ_CP024402.1.fna,1,1,26.78,14207.0,KEPT
NZ_CP093475.1.fna,1,1,51.66,7218.0,KEPT
NZ_CP121024.1.fna,1,1,68.12,717988.0,KEPT
NZ_SILX01000003.1.fna,1,1,60.73,984230.0,KEPT
NZ_JAQRFF010000404.1.fna,1,1,60.11,18710.0,KEPT
NC_008761.1.fna,1,1,59.56,58808.0,KEPT
NZ_JBDYGY010000162.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP194000.1.fna,1,1,49.78,146290.0,KEPT
NZ_OX291533.1.fna,1,1,51.52,96714.0,KEPT
NZ_OZ111289.1.fna,1,1,55.16,9294.0,KEPT
NZ_JBNYWU010000026.1.fna,1,1,58.31,12539.0,KEPT
NZ_CP125886.1.fna,1,1,52.62,88320.0,KEPT
NZ_JBDYDO010000050.1.fna,1,1,59.06,8049.0,KEPT
NZ_CP074362.1.fna,1,1,63.59,46036.0,KEPT
NZ_CP055473.1.fna,1,1,65.63,3596.0,KEPT
NZ_JAMYDH010000321.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JAFEKL010000006.1.fna,1,1,38.25,14639.0,KEPT
NC_014131.1.fna,1,1,34.25,21055.0,KEPT
NZ_CP129164.1.fna,1,1,34.75,103960.0,KEPT
NZ_RRMZ01000126.1.fna,1,1,45.28,11724.0,KEPT
NZ_CP151324.1.fna,1,1,45.94,224349.0,KEPT
NZ_RRQA01000059.1.fna,1,1,49.51,124035.0,KEPT
NC_006424.1.fna,1,1,37.10,26476.0,KEPT
NZ_CP079681.1.fna,1,1,42.02,1209.0,KEPT
NZ_KM580532.1.fna,1,1,41.94,41646.0,KEPT
NZ_PQ126464.1.fna,1,1,47.52,324398.0,KEPT
NZ_OQ821061.1.fna,1,1,51.65,374668.0,KEPT
NZ_CP173106.1.fna,1,1,61.14,4985.0,KEPT
NZ_CP120471.1.fna,1,1,55.24,334345.0,KEPT
NZ_CP143268.1.fna,1,1,34.39,8718.0,KEPT
NZ_CP138507.1.fna,1,1,43.75,36556.0,KEPT
NZ_CP060187.1.fna,1,1,41.20,104731.0,KEPT
NZ_OP378677.1.fna,1,1,36.18,58037.0,KEPT
NZ_JAUAMS010000022.1.fna,1,1,51.29,10308.0,KEPT
NZ_CP141611.1.fna,1,1,51.99,210352.0,KEPT
NZ_CP019429.1.fna,1,1,47.07,7195.0,KEPT
NZ_CP021786.1.fna,1,1,34.37,8731.0,KEPT
NC_020056.1.fna,1,1,38.20,20633.0,KEPT
NZ_CP120980.1.fna,1,1,45.44,14550.0,KEPT
NZ_JBDYFZ010000068.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP077619.1.fna,1,1,30.43,248816.0,KEPT
NZ_CP118987.1.fna,1,1,29.02,2216.0,KEPT
NC_005329.1.fna,1,1,34.07,5568.0,KEPT
NZ_CP025130.1.fna,1,1,41.14,1636.0,KEPT
NZ_OW849161.1.fna,1,1,56.28,3223.0,KEPT
NZ_CBYB010000026.1.fna,1,1,58.30,13772.0,KEPT
NZ_JAOAOE010000010.1.fna,1,1,44.17,4822.0,KEPT
NZ_CP013554.1.fna,1,1,62.13,431484.0,KEPT
NZ_PDDQ01000197.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP089998.1.fna,1,1,40.35,689878.0,KEPT
NZ_CP031451.1.fna,1,1,61.24,191503.0,KEPT
NZ_KT897276.1.fna,1,1,24.54,134110.0,KEPT
NZ_CP015332.1.fna,1,1,32.82,27618.0,KEPT
NZ_CP146081.1.fna,1,1,67.69,11237.0,KEPT
NZ_CP086929.1.fna,1,1,60.23,35836.0,KEPT
NZ_QWDG01000046.1.fna,1,1,51.55,3899.0,KEPT
NZ_CP073658.1.fna,1,1,46.91,288244.0,KEPT
NZ_CP186495.1.fna,1,1,51.76,64327.0,KEPT
NZ_JBDYEV010000020.1.fna,1,1,53.13,1293.0,KEPT
NZ_JBAIVJ010000082.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_RROP01000107.1.fna,1,1,46.69,42949.0,KEPT
NZ_OW849068.1.fna,1,1,50.86,1565.0,KEPT
NZ_CP069202.1.fna,1,1,55.58,11970.0,KEPT
NZ_RRJH01000113.1.fna,1,1,37.40,8691.0,KEPT
NZ_CP083006.1.fna,1,1,52.14,5359.0,KEPT
NZ_CP086227.1.fna,1,1,53.31,4018.0,KEPT
NZ_CP137139.1.fna,1,1,30.78,42437.0,KEPT
NZ_OZ040332.1.fna,1,1,50.75,119868.0,KEPT
NZ_CM003840.1.fna,1,1,37.11,5502.0,KEPT
NZ_JBMACT010000005.1.fna,1,1,52.63,49457.0,KEPT
NZ_CP126930.1.fna,1,1,47.80,98749.0,KEPT
NZ_NTGK01000137.1.fna,1,1,48.73,1849.0,KEPT
NZ_CP183069.1.fna,1,1,29.75,2985.0,KEPT
NZ_LYMZ01000037.1.fna,1,1,56.47,10915.0,KEPT
NZ_CP139807.1.fna,1,1,51.39,41334.0,KEPT
NZ_MW390519.1.fna,1,1,44.79,108792.0,KEPT
NC_023334.1.fna,1,1,51.83,203577.0,KEPT
NZ_JAJFOH010000005.1.fna,1,1,65.48,14773.0,KEPT
NZ_AP022470.1.fna,1,1,48.68,5666.0,KEPT
NZ_CP091177.1.fna,1,1,58.45,113450.0,KEPT
NZ_CP091178.1.fna,1,1,58.34,44851.0,KEPT
NZ_CP048660.1.fna,1,1,40.43,184101.0,KEPT
NZ_JAJQKY010000069.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP163064.1.fna,1,1,51.76,5413.0,KEPT
NC_017414.1.fna,1,1,31.55,29194.0,KEPT
NZ_LC590026.1.fna,1,1,47.33,372260.0,KEPT
NZ_CP042935.2.fna,1,1,46.37,51479.0,KEPT
NZ_CP062227.1.fna,1,1,51.86,3172.0,KEPT
NZ_CP135038.1.fna,1,1,21.08,3397.0,KEPT
NG_054695.1.fna,1,1,39.20,1079.0,KEPT
NZ_PHSK01000026.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_AP027750.1.fna,1,1,46.73,45735.0,KEPT
NZ_CP077582.1.fna,1,1,46.37,4468.0,KEPT
NZ_JBDYGO010000080.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP041350.1.fna,1,1,58.11,190752.0,KEPT
NZ_CP064611.1.fna,1,1,28.55,13569.0,KEPT
NZ_CP004331.1.fna,1,1,28.41,23777.0,KEPT
NZ_RRMK01000094.1.fna,1,1,52.72,5814.0,KEPT
NC_002147.1.fna,1,1,56.00,206479.0,KEPT
NZ_CM012202.1.fna,1,1,50.48,177872.0,KEPT
NZ_CP159744.1.fna,1,1,46.48,2072.0,KEPT
NZ_CP068052.1.fna,1,1,35.22,67992.0,KEPT
NZ_PV686662.1.fna,1,1,51.03,110139.0,KEPT
NZ_AP026905.1.fna,1,1,51.77,82743.0,KEPT
NZ_CP177339.1.fna,1,1,37.30,1815.0,KEPT
NZ_KX783441.1.fna,1,1,53.16,67144.0,KEPT
NZ_CP015802.1.fna,1,1,27.23,17017.0,KEPT
NZ_SILW01000004.1.fna,1,1,60.78,620704.0,KEPT
NZ_CP055049.1.fna,1,1,52.31,129277.0,KEPT
NZ_CP073654.1.fna,1,1,27.84,73345.0,KEPT
NZ_CP168394.1.fna,1,1,51.56,2508.0,KEPT
NZ_CP081930.1.fna,1,1,34.92,101897.0,KEPT
NZ_CP175229.1.fna,1,1,32.93,3076.0,KEPT
NC_011887.1.fna,1,1,65.65,458070.0,KEPT
NZ_LAUH01000314.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP018113.1.fna,1,1,52.25,62157.0,KEPT
NZ_RRNC01000157.1.fna,1,1,54.09,1209.0,KEPT
NZ_CP069826.1.fna,1,1,52.13,16752.0,KEPT
NZ_LR882954.1.fna,1,1,38.41,36068.0,KEPT
NZ_JBAJAB010000016.1.fna,1,1,35.73,1223.0,KEPT
NZ_CP064779.1.fna,1,1,29.88,5732.0,KEPT
NZ_CP102153.1.fna,1,1,36.48,4285.0,KEPT
NZ_CP147344.1.fna,1,1,24.88,1278.0,KEPT
NG_048921.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_PV023110.1.fna,1,1,52.29,54064.0,KEPT
NZ_CP120884.1.fna,1,1,61.96,26618.0,KEPT
NZ_CP175794.1.fna,1,1,55.52,15728.0,KEPT
NZ_JAMYCY010000019.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP107444.1.fna,1,1,52.76,54467.0,KEPT
NZ_MUMW01000134.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP074720.1.fna,1,1,50.28,6675.0,KEPT
NZ_CP188160.1.fna,1,1,49.17,10836.0,KEPT
NZ_CP026401.1.fna,1,1,54.51,20245.0,KEPT
NZ_LAUP01000084.1.fna,1,1,59.08,7121.0,KEPT
NZ_CP113112.1.fna,1,1,32.86,1491.0,KEPT
NZ_JAHBNV010000002.1.fna,1,1,53.39,159986.0,KEPT
NZ_JAQCMV010000109.1.fna,1,1,58.73,8042.0,KEPT
NZ_RRKM01000143.1.fna,1,1,51.77,16174.0,KEPT
NZ_CP036797.1.fna,1,1,29.55,1039.0,KEPT
NC_001858.1.fna,1,1,36.88,7028.0,KEPT
NZ_CP026940.2.fna,1,1,51.50,155171.0,KEPT
NZ_LR882979.1.fna,1,1,48.08,112055.0,KEPT
NZ_MW364983.1.fna,1,1,28.95,11465.0,KEPT
NZ_CM003615.1.fna,1,1,52.95,144935.0,KEPT
NZ_CP169756.1.fna,1,1,49.23,150608.0,KEPT
NZ_CP038854.1.fna,1,1,54.04,559692.0,KEPT
NZ_CP077975.1.fna,1,1,56.82,35358.0,KEPT
NZ_CP117160.1.fna,1,1,60.56,201917.0,KEPT
NZ_CP110077.1.fna,1,1,35.38,13461.0,KEPT
NZ_CP109494.1.fna,1,1,68.39,90308.0,KEPT
NZ_JBDYJE010000029.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JAHBNU010000026.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP026211.1.fna,1,1,52.54,51267.0,KEPT
NZ_CP051360.1.fna,1,1,52.50,167068.0,KEPT
NZ_JBNCAS010000015.1.fna,1,1,34.90,31018.0,KEPT
NZ_CP117124.1.fna,1,1,26.68,63972.0,KEPT
NZ_POWG01000076.1.fna,1,1,69.78,12693.0,KEPT
NG_149647.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP044475.1.fna,1,1,43.29,132305.0,KEPT
NZ_CP107504.1.fna,1,1,52.61,205642.0,KEPT
NZ_CP054385.1.fna,1,1,55.26,3373.0,KEPT
NZ_CP108186.1.fna,1,1,72.52,16292.0,KEPT
NZ_CP167210.1.fna,1,1,60.56,120567.0,KEPT
NZ_CP079603.1.fna,1,1,52.19,6141.0,KEPT
NZ_SIMP01000005.1.fna,1,1,59.23,100955.0,KEPT
NZ_JBDYIP010000024.1.fna,1,1,53.40,1689.0,KEPT
NZ_CP128579.1.fna,1,1,45.21,56894.0,KEPT
NZ_CP079623.1.fna,1,1,45.14,4991.0,KEPT
NZ_CP118391.1.fna,1,1,51.41,58429.0,KEPT
NZ_CP079633.1.fna,1,1,52.56,6200.0,KEPT
NZ_MUMW01000122.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NC_001843.1.fna,1,1,33.31,1222.0,KEPT
NZ_CP133710.1.fna,1,1,33.87,6508.0,KEPT
NZ_PHSM01000042.1.fna,1,1,49.61,3594.0,KEPT
NZ_CP177565.1.fna,1,1,50.20,94251.0,KEPT
NZ_CP124133.1.fna,1,1,50.72,113642.0,KEPT
NZ_CP031076.1.fna,1,1,35.19,36372.0,KEPT
NZ_CP109159.1.fna,1,1,69.85,123505.0,KEPT
NZ_CP171268.1.fna,1,1,50.24,28251.0,KEPT
NZ_SILL01000002.1.fna,1,1,60.68,803260.0,KEPT
NZ_CP108097.1.fna,1,1,72.56,303920.0,KEPT
NZ_CP095535.1.fna,1,1,51.08,148943.0,KEPT
NZ_PGEF01000219.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP103347.1.fna,1,1,54.88,253576.0,KEPT
