Filename,Original Contigs,After Filtering,GC Content (%),Avg Length,Status
NZ_JBDYGC010000075.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_OU016033.1.fna,1,1,36.83,4374.0,KEPT
NZ_ALIN02000263.1.fna,1,1,52.32,12361.0,KEPT
NZ_WSSS01000017.1.fna,1,1,52.91,178415.0,KEPT
NZ_JAUAML010000013.1.fna,1,1,47.35,218506.0,KEPT
NZ_CP124699.1.fna,1,1,50.68,144264.0,KEPT
NZ_JAKENJ010000009.1.fna,1,1,36.58,61798.0,KEPT
NZ_CP044150.1.fna,1,1,47.97,85887.0,KEPT
NZ_CP030338.1.fna,1,1,51.00,1549.0,KEPT
NZ_RRJD01000134.1.fna,1,1,49.83,4923.0,KEPT
NZ_QWDG01000020.1.fna,1,1,41.51,2532.0,KEPT
NZ_JANUJD010000004.1.fna,1,1,45.40,4117.0,KEPT
NZ_JAUAMT010000039.1.fna,1,1,45.09,2985.0,KEPT
NZ_NTGJ01000107.1.fna,1,1,50.28,23254.0,KEPT
NZ_AP023178.1.fna,1,1,58.63,58022.0,KEPT
NZ_RRGW01000214.1.fna,1,1,51.35,19634.0,KEPT
NZ_CP097417.1.fna,1,1,51.43,65499.0,KEPT
NZ_PTTI01000070.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JAHQYS010000044.1.fna,1,1,48.95,5093.0,KEPT
NZ_CP096959.1.fna,1,1,57.89,113722.0,KEPT
NZ_AEYE02000037.1.fna,1,1,60.27,135390.0,KEPT
NZ_JAUANJ010000008.1.fna,1,1,51.34,89943.0,KEPT
NZ_JAFHYQ010000112.1.fna,1,1,52.74,78021.0,KEPT
NZ_CP086837.1.fna,1,1,65.35,82229.0,KEPT
NZ_CP134996.1.fna,1,1,19.50,2262.0,KEPT
NZ_SIKW01000003.1.fna,1,1,60.75,540922.0,KEPT
NZ_JABVAQ010000009.1.fna,1,1,40.38,12127.0,KEPT
NZ_RRLY01000071.1.fna,1,1,52.87,2508.0,KEPT
NZ_AP027198.1.fna,1,1,47.78,96683.0,KEPT
NZ_JBFSEU010000006.1.fna,1,1,38.84,10869.0,KEPT
NZ_CP056311.1.fna,1,1,49.14,36438.0,KEPT
NZ_OZ039821.1.fna,1,1,51.02,114232.0,KEPT
NZ_JAXCHK010000046.1.fna,1,1,43.89,40522.0,KEPT
NZ_LIYO01000070.1.fna,1,1,50.88,24659.0,KEPT
NZ_CM003636.1.fna,1,1,62.61,107964.0,KEPT
NZ_JBDYJJ010000025.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NG_050515.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP023825.1.fna,1,1,51.74,1552.0,KEPT
NZ_NHMY01000083.1.fna,1,1,50.11,20178.0,KEPT
NZ_RRFQ01000088.1.fna,1,1,45.91,50268.0,KEPT
NZ_OQ821121.1.fna,1,1,59.26,12710.0,KEPT
NZ_JAJTVL010000469.1.fna,1,1,41.63,32722.0,KEPT
NZ_WYDM02000016.1.fna,1,1,45.30,8495.0,KEPT
NZ_WYDM02000005.1.fna,1,1,44.94,182869.0,KEPT
NZ_CP010021.1.fna,1,1,50.34,106992.0,KEPT
NZ_LKZH01000022.1.fna,1,1,46.97,6068.0,KEPT
NZ_JBDYIP010000025.1.fna,1,1,53.66,1612.0,KEPT
NZ_WKKV01000052.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JYJR01000086.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JBDYDH010000141.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JADAJE010000045.1.fna,1,1,52.93,120912.0,KEPT
NZ_JAHSTZ010000054.1.fna,1,1,45.72,26717.0,KEPT
NZ_JBEEAX010000005.1.fna,1,1,43.65,373195.0,KEPT
NZ_NBOJ01000048.1.fna,1,1,50.26,5338.0,KEPT
NZ_CBRO020000083.1.fna,1,1,47.30,1165.0,KEPT
NZ_CP154916.1.fna,1,1,49.86,6642.0,KEPT
NZ_JBIRCU010000001.1.fna,1,1,49.99,89476.0,KEPT
NZ_CP062341.1.fna,1,1,28.36,20721.0,KEPT
NZ_CP044646.1.fna,1,1,29.87,3833.0,KEPT
NZ_MH917284.1.fna,1,1,52.45,105977.0,KEPT
NZ_CP129607.2.fna,1,1,43.36,10708.0,KEPT
NZ_CP028621.1.fna,1,1,46.35,6078.0,KEPT
NZ_RRDB01000200.1.fna,1,1,48.65,4097.0,KEPT
NZ_RREI01000194.1.fna,1,1,53.82,2224.0,KEPT
NZ_JBFUPY010000050.1.fna,1,1,55.50,14406.0,KEPT
NZ_CP097490.1.fna,1,1,56.90,301296.0,KEPT
NZ_LAUE01000008.1.fna,1,1,53.79,5598.0,KEPT
NZ_JAPZPX010000060.1.fna,1,1,51.54,2573.0,KEPT
NZ_CBRO020000082.1.fna,1,1,35.29,28539.0,KEPT
NZ_CP050105.1.fna,1,1,60.60,693075.0,KEPT
NZ_RRHX01000183.1.fna,1,1,39.00,8700.0,KEPT
NZ_NJBA01000190.1.fna,1,1,48.69,11724.0,KEPT
NZ_CP119148.1.fna,1,1,70.55,81774.0,KEPT
NZ_JACJUL010000083.1.fna,1,1,65.91,32825.0,KEPT
NZ_NPIJ01000077.1.fna,1,1,51.92,3981.0,KEPT
NZ_JYOJ01000032.1.fna,1,1,37.42,82235.0,KEPT
NZ_CP122759.1.fna,1,1,49.51,4609.0,KEPT
NG_047929.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JAXQPS010000021.1.fna,1,1,37.03,5396.0,KEPT
NZ_JBDYGO010000076.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP138468.1.fna,1,1,43.36,39953.0,KEPT
NZ_CP156921.1.fna,1,1,42.65,83960.0,KEPT
NZ_CP139683.1.fna,1,1,51.89,74500.0,KEPT
NZ_SJSV01000086.1.fna,1,1,46.47,3088.0,KEPT
NZ_PXXU01000066.1.fna,1,1,51.92,14708.0,KEPT
NZ_LLBK01000057.1.fna,1,1,28.96,3011.0,KEPT
NZ_RRJN01000142.1.fna,1,1,52.54,108744.0,KEPT
NZ_CP034957.1.fna,1,1,46.65,46161.0,KEPT
NZ_CP045463.1.fna,1,1,44.27,48530.0,KEPT
NZ_PP589867.1.fna,1,1,33.59,12828.0,KEPT
NZ_CP038230.1.fna,1,1,28.28,19758.0,KEPT
NZ_CP123283.1.fna,1,1,51.37,29276.0,KEPT
NZ_NBOK01000073.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_LKXX01000019.1.fna,1,1,29.99,4552.0,KEPT
NZ_CP039096.1.fna,1,1,40.60,33468.0,KEPT
NZ_JBDYDH010000111.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_SJSA01000005.1.fna,1,1,52.87,27558.0,KEPT
NZ_CP035655.1.fna,1,1,35.71,256961.0,KEPT
NZ_RRSK01000268.1.fna,1,1,54.48,1819.0,KEPT
NZ_JAIUDZ010000043.1.fna,1,1,31.21,2528.0,KEPT
NZ_CP109926.1.fna,1,1,46.01,3086.0,KEPT
NZ_CP091086.1.fna,1,1,53.39,5027.0,KEPT
NZ_LN735559.1.fna,1,1,50.24,123252.0,KEPT
NZ_CP124321.1.fna,1,1,50.73,119946.0,KEPT
NZ_RRRT01000177.1.fna,1,1,49.18,27224.0,KEPT
NZ_CP122728.1.fna,1,1,51.20,84442.0,KEPT
NZ_JARESK010000131.1.fna,1,1,52.87,13973.0,KEPT
NZ_JBDYGU010000093.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP018208.1.fna,1,1,49.88,4074.0,KEPT
NZ_NOWT01000040.1.fna,1,1,70.14,66768.0,KEPT
NZ_RRJY01000077.1.fna,1,1,53.74,1258.0,KEPT
NZ_JBDYIH010000045.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JAQSUY010000074.1.fna,1,1,48.76,2016.0,KEPT
NZ_JAIVEH010000073.1.fna,1,1,30.81,2473.0,KEPT
NZ_JAIRBI010000004.1.fna,1,1,36.02,26371.0,KEPT
NZ_JBDYEO010000049.1.fna,1,1,51.87,1228.0,KEPT
NZ_CP110219.1.fna,1,1,33.42,6359.0,KEPT
NZ_QXXP01000130.1.fna,1,1,60.35,6814.0,KEPT
NZ_OU015947.1.fna,1,1,34.94,202753.0,KEPT
NZ_CP059845.1.fna,1,1,57.77,2015.0,KEPT
NZ_RRKX01000078.1.fna,1,1,46.08,1135.0,KEPT
NZ_JAQFLM010000209.1.fna,1,1,49.92,4862.0,KEPT
NZ_CP095778.1.fna,1,1,54.48,112243.0,KEPT
NZ_MUMQ01000125.1.fna,1,1,53.98,11809.0,KEPT
NZ_CP122925.1.fna,1,1,50.45,4591.0,KEPT
NZ_CP054763.1.fna,1,1,50.40,195077.0,KEPT
NZ_CBYB010000018.1.fna,1,1,54.59,5058.0,KEPT
NZ_JBDYDR010000093.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP049914.1.fna,1,1,46.43,599487.0,KEPT
NZ_SZVT01000170.1.fna,1,1,39.71,1569.0,KEPT
NZ_JBHDYC010000030.1.fna,1,1,64.96,36238.0,KEPT
NZ_NBOJ01000042.1.fna,1,1,56.80,14881.0,KEPT
NZ_JBDYGU010000046.1.fna,1,1,58.22,1915.0,KEPT
NZ_JBDYGU010000061.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JAQZDF010000023.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JAQFKQ010000883.1.fna,1,1,51.58,4062.0,KEPT
NZ_CBRO020000090.1.fna,1,1,40.98,17134.0,KEPT
NZ_CP055528.1.fna,1,1,45.16,2509.0,KEPT
NZ_LQWX02000045.1.fna,1,1,45.86,55141.0,KEPT
NZ_LDKD02000026.1.fna,1,1,30.79,6074.0,KEPT
NZ_PHSM01000047.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP024237.1.fna,1,1,48.40,152713.0,KEPT
NZ_CP122866.1.fna,1,1,51.07,105313.0,KEPT
NZ_CP092506.1.fna,1,1,36.13,8624.0,KEPT
NZ_CP087682.1.fna,1,1,50.27,32575.0,KEPT
NZ_CP009130.1.fna,1,1,33.26,3364.0,KEPT
NZ_JAQFKF010000141.1.fna,1,1,44.96,2053.0,KEPT
NZ_OW968128.1.fna,1,1,49.50,27551.0,KEPT
NZ_OP921774.1.fna,1,1,36.98,86632.0,KEPT
NZ_CP119602.1.fna,1,1,39.63,5594.0,KEPT
NZ_RRRP01000071.1.fna,1,1,54.73,24527.0,KEPT
NZ_RRTU01000239.1.fna,1,1,58.83,1817.0,KEPT
NZ_JAVCAQ010000092.1.fna,1,1,51.06,3255.0,KEPT
NZ_JBDYHN010000067.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_OW967520.1.fna,1,1,49.67,109361.0,KEPT
NZ_JAJATX010000093.1.fna,1,1,62.35,10108.0,KEPT
NZ_MUMW01000042.1.fna,1,1,57.07,23295.0,KEPT
NZ_JAMYDE010000024.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_RRSA01000244.1.fna,1,1,46.16,6998.0,KEPT
NZ_NTCV01000084.1.fna,1,1,59.83,1419.0,KEPT
NZ_JAMYDJ010000072.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_SJTB01000019.1.fna,1,1,55.48,8379.0,KEPT
NZ_OM489433.1.fna,1,1,51.84,140526.0,KEPT
NZ_JAQFLM010000177.1.fna,1,1,55.41,3640.0,KEPT
NZ_PHSL01000253.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP017847.1.fna,1,1,46.01,113343.0,KEPT
NZ_JBDYEP010000054.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP056512.1.fna,1,1,42.20,5969.0,KEPT
NZ_LIYP01000165.1.fna,1,1,50.50,1006.0,KEPT
NZ_CP039208.1.fna,1,1,37.91,22018.0,KEPT
NZ_JAMQML010000039.1.fna,1,1,58.16,4159.0,KEPT
NZ_NTGJ01000114.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NC_011419.1.fna,1,1,50.46,100021.0,KEPT
NG_047769.1.fna,1,1,37.95,1460.0,KEPT
NZ_LT985246.1.fna,1,1,53.27,4772.0,KEPT
NZ_CP107922.1.fna,1,1,68.38,281584.0,KEPT
NZ_CP145888.1.fna,1,1,44.43,4690.0,KEPT
NZ_ABACVG020000002.1.fna,1,1,46.79,52406.0,KEPT
NZ_CP071621.1.fna,1,1,57.45,382349.0,KEPT
NZ_CM017094.1.fna,1,1,41.58,35186.0,KEPT
NZ_JAJQQO010000049.1.fna,1,1,54.76,1198.0,KEPT
NZ_CP086928.1.fna,1,1,60.14,193372.0,KEPT
NZ_CP154272.1.fna,1,1,41.97,2285.0,KEPT
NZ_CP047552.1.fna,1,1,49.88,4074.0,KEPT
NZ_CP025562.1.fna,1,1,37.90,6543.0,KEPT
NZ_RROO01000168.1.fna,1,1,55.05,1010.0,KEPT
NZ_CP122590.1.fna,1,1,49.51,5775.0,KEPT
NZ_JDVF01000123.1.fna,1,1,56.72,43847.0,KEPT
NZ_CP157487.1.fna,1,1,59.63,249567.0,KEPT
NZ_JBDYFZ010000040.1.fna,1,1,48.28,9376.0,KEPT
NZ_JARGDG010000144.1.fna,1,1,62.72,1352.0,KEPT
NZ_RRRX01000094.1.fna,1,1,45.84,39291.0,KEPT
NZ_CP041001.1.fna,1,1,47.16,75555.0,KEPT
NZ_RROD01000132.1.fna,1,1,46.69,6397.0,KEPT
NZ_JADAJI010000070.1.fna,1,1,49.40,4109.0,KEPT
NZ_JARAKF010000005.1.fna,1,1,68.86,93589.0,KEPT
NZ_CM017060.1.fna,1,1,53.20,94529.0,KEPT
NZ_CP032614.1.fna,1,1,32.24,492400.0,KEPT
NZ_CP086807.1.fna,1,1,57.06,34907.0,KEPT
NZ_CP086776.1.fna,1,1,59.04,62117.0,KEPT
NZ_JBJUUE010000011.1.fna,1,1,35.31,2948.0,KEPT
NZ_CP071615.1.fna,1,1,57.37,369739.0,KEPT
NZ_OW970420.1.fna,1,1,41.49,4167.0,KEPT
NZ_AXUU01000761.1.fna,1,1,45.50,145868.0,KEPT
NZ_JBDYFS010000090.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JAQFKI010000179.1.fna,1,1,47.99,9352.0,KEPT
NZ_OQ821088.1.fna,1,1,57.38,15680.0,KEPT
NZ_CP035334.1.fna,1,1,43.65,41631.0,KEPT
NZ_CP032806.1.fna,1,1,47.61,92785.0,KEPT
NG_047795.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JAKSDT010000002.1.fna,1,1,62.72,115106.0,KEPT
NZ_LR777659.1.fna,1,1,33.41,6358.0,KEPT
NZ_JBDYGO010000062.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_RROJ01000163.1.fna,1,1,42.24,56061.0,KEPT
NZ_CP149799.1.fna,1,1,28.63,60707.0,KEPT
NZ_QEMQ01000068.1.fna,1,1,44.62,5229.0,KEPT
NZ_JBAHWD010000032.1.fna,1,1,68.94,102852.0,KEPT
NZ_JACKZO010000443.1.fna,1,1,39.39,16478.0,KEPT
NZ_FLKN01000002.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JBJHQI010000002.1.fna,1,1,29.75,2945.0,KEPT
NZ_PGEG01000554.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JACYGT010000009.1.fna,1,1,33.91,16117.0,KEPT
NZ_JAKVSE010000055.1.fna,1,1,49.39,26245.0,KEPT
NZ_LT906558.1.fna,1,1,48.64,61544.0,KEPT
NZ_CP045426.1.fna,1,1,39.48,13795.0,KEPT
NZ_VUJE01000014.1.fna,1,1,52.57,15569.0,KEPT
NZ_SIJT01000004.1.fna,1,1,58.20,91953.0,KEPT
NZ_CP043698.1.fna,1,1,30.68,6148.0,KEPT
NZ_CP042060.1.fna,1,1,32.50,2852.0,KEPT
NZ_JBDYGC010000053.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_CP009580.1.fna,1,1,50.03,129463.0,KEPT
NZ_ABQL01000074.1.fna,1,1,37.46,1180.0,KEPT
NZ_JBDYJL010000033.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JBLKSU010000004.1.fna,1,1,50.62,241468.0,KEPT
NZ_AFPR01000580.1.fna,1,1,59.17,1822.0,KEPT
NZ_CP024664.1.fna,1,1,41.13,52270.0,KEPT
NZ_SIOO01000004.1.fna,1,1,60.86,580315.0,KEPT
NZ_LNUS01000004.1.fna,1,1,28.10,41925.0,KEPT
NC_004985.1.fna,1,1,43.33,2862.0,KEPT
NZ_CP017632.1.fna,1,1,47.40,369298.0,KEPT
NZ_JBAFXM010000057.1.fna,1,1,30.21,3075.0,KEPT
NZ_LJCC01000048.1.fna,1,1,56.99,8108.0,KEPT
NZ_CP068727.1.fna,1,1,31.43,9190.0,KEPT
NC_016600.1.fna,1,1,68.12,45552.0,KEPT
NZ_RRSO01000104.1.fna,1,1,58.23,3981.0,KEPT
NZ_JACKZL010001156.1.fna,1,1,30.67,1291.0,KEPT
NZ_JBDYIQ010000016.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_SIQB01000005.1.fna,1,1,60.41,51375.0,KEPT
NZ_JARESK010000130.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_RREL01000116.1.fna,1,1,50.53,9348.0,KEPT
NZ_PGSA01000448.1.fna,1,1,40.32,2294.0,KEPT
NZ_LAUH01000221.1.fna,1,1,62.97,5804.0,KEPT
NZ_PDDQ01000181.1.fna,1,0,0.00,0.0,DELETED (empty or error)
NZ_JAQHXY010000065.1.fna,1,1,47.14,1557.0,KEPT
NZ_JAHNER010000033.1.fna,1,1,52.13,23826.0,KEPT
NZ_RRSB01000264.1.fna,1,1,57.30,6804.0,KEPT
